t,vx_true,vy_true,vz_true,vx_est,vy_est,vz_est
52.06,0.249092,0.108669,0.121037,0.250957,0.120587,0.122154
52.07,0.250815,0.116006,0.0345774,0.252782,0.127957,0.0354809
52.08,0.250111,0.114171,-0.0550531,0.252185,0.126152,-0.0541472
52.09,0.248721,0.107862,-0.135857,0.250915,0.119943,-0.134946
52.1,0.24922,0.102359,-0.20896,0.251093,0.11435,-0.208113
52.11,0.248961,0.0965253,-0.257019,0.250679,0.108624,-0.256413
52.12,0.247487,0.0878082,-0.269974,0.249062,0.0999213,-0.269363
52.13,0.245607,0.0758243,-0.250284,0.247374,0.0881376,-0.249231
52.14,0.243462,0.0624395,-0.207467,0.24478,0.0745951,-0.205785
52.15,0.241092,0.0504757,-0.152601,0.242242,0.062538,-0.150346
52.16,0.238072,0.0430653,-0.0978728,0.239038,0.0549081,-0.0950013
52.17,0.235743,0.0400601,-0.0469995,0.236426,0.0512486,-0.043542
52.18,0.228418,0.0400704,0.00496371,0.229035,0.0508425,0.00871497
52.19,0.200174,0.0414184,0.084518,0.200359,0.0517567,0.0887893
52.2,0.173408,0.0478048,0.174301,0.173263,0.0576424,0.178997
52.21,0.154736,0.0414385,0.255092,0.154179,0.0507809,0.259336
52.22,0.14794,0.0508962,0.289059,0.147028,0.0598582,0.293114
52.23,0.147872,0.0721459,0.28274,0.146616,0.0813808,0.285814
52.24,0.151152,0.098856,0.245474,0.149896,0.108578,0.247952
52.25,0.156012,0.124176,0.188815,0.154579,0.133835,0.19131
52.26,0.157961,0.142525,0.116648,0.156405,0.15226,0.119146
52.27,0.155679,0.151385,0.0377785,0.154343,0.161309,0.040127
52.28,0.152161,0.151926,-0.0386387,0.150751,0.161873,-0.0362293
52.29,0.150039,0.149194,-0.109895,0.148382,0.158726,-0.107511
52.3,0.150114,0.149064,-0.183733,0.148585,0.158218,-0.18112
52.31,0.150965,0.147461,-0.245336,0.149683,0.156459,-0.243096
52.32,0.152521,0.142292,-0.277743,0.15172,0.151368,-0.275808
52.33,0.151145,0.132989,-0.277982,0.150531,0.142315,-0.275776
52.34,0.143591,0.121213,-0.250809,0.143426,0.130532,-0.248495
52.35,0.131353,0.108636,-0.202963,0.131933,0.118143,-0.200063
52.36,0.117797,0.0960522,-0.142684,0.118678,0.105726,-0.138673
52.37,0.106082,0.0742333,-0.0611534,0.106805,0.0835294,-0.0566425
52.38,0.114449,0.0491934,0.0486532,0.11528,0.0584207,0.053536
52.39,0.139478,0.039589,0.136616,0.140305,0.0482314,0.141966
52.4,0.165511,0.0432282,0.202274,0.166124,0.0513964,0.207736
52.41,0.175942,0.0362933,0.268835,0.176616,0.0440631,0.274143
52.42,0.190525,0.0498859,0.284095,0.191457,0.0580358,0.288971
52.43,0.206695,0.0709618,0.269278,0.208267,0.0801527,0.273217
52.44,0.222296,0.0938601,0.235405,0.22422,0.104263,0.238382
52.45,0.233438,0.114101,0.189951,0.235319,0.124637,0.193079
52.46,0.238493,0.130303,0.121029,0.240217,0.140992,0.124108
52.47,0.23956,0.137765,0.0345705,0.241497,0.148554,0.0375657
52.48,0.239021,0.135874,-0.0550586,0.240995,0.14676,-0.0520636
52.49,0.238196,0.129468,-0.135861,0.24015,0.140389,-0.13307
52.5,0.239179,0.12403,-0.208961,0.240996,0.135065,-0.206238
52.51,0.239437,0.118195,-0.257015,0.24103,0.128885,-0.254223
52.52,0.238741,0.109381,-0.269966,0.240384,0.119828,-0.267195
52.53,0.237929,0.0972778,-0.250273,0.239599,0.107814,-0.246959
52.54,0.236978,0.0837558,-0.207454,0.238606,0.0942388,-0.203949
52.55,0.235677,0.0716297,-0.152589,0.237063,0.0820652,-0.148636
52.56,0.233324,0.0639817,-0.0978616,0.234159,0.0743616,-0.0936119
52.57,0.231271,0.0607831,-0.04699,0.232227,0.0707387,-0.0423606
52.58,0.223975,0.0601463,0.00496764,0.224846,0.0697467,0.0101003
52.59,0.195725,0.0589876,0.0845177,0.196433,0.0686865,0.0901393
52.6,0.168499,0.0629783,0.174298,0.169116,0.0721933,0.180075
52.61,0.150465,0.0549838,0.255087,0.150733,0.0637027,0.260793
52.62,0.142858,0.0638017,0.289053,0.142961,0.0723877,0.29417
52.63,0.140909,0.0849612,0.282733,0.139965,0.0939908,0.286937
52.64,0.14181,0.111856,0.245468,0.140644,0.121597,0.249201
52.65,0.144408,0.137507,0.188809,0.143179,0.147411,0.192444
52.66,0.144723,0.155956,0.116642,0.143512,0.165603,0.120142
52.67,0.141666,0.164578,0.0377725,0.140528,0.173775,0.0413225
52.68,0.138114,0.164805,-0.0386444,0.136896,0.173786,-0.0352734
52.69,0.136242,0.161896,-0.109901,0.135045,0.170836,-0.106458
52.7,0.136328,0.161774,-0.183738,0.135032,0.170759,-0.180143
52.71,0.137318,0.160251,-0.245339,0.13622,0.169139,-0.241733
52.72,0.139325,0.155239,-0.277743,0.138439,0.164049,-0.273841
52.73,0.138778,0.145851,-0.277979,0.138277,0.154718,-0.274075
52.74,0.132297,0.133452,-0.250804,0.132204,0.14251,-0.246282
52.75,0.121222,0.11984,-0.202957,0.121343,0.129092,-0.197967
52.76,0.108834,0.106106,-0.142677,0.109189,0.115607,-0.136936
52.77,0.0990962,0.0833374,-0.0611512,0.0995901,0.093082,-0.0551153
52.78,0.109647,0.0591374,0.0486531,0.110357,0.0685929,0.0550215
52.79,0.135427,0.0517875,0.136616,0.13583,0.0610621,0.143217
52.8,0.161033,0.0577175,0.202276,0.160935,0.0671021,0.208697
52.81,0.172035,0.0517335,0.268838,0.17166,0.0609536,0.27532
52.82,0.185357,0.0665641,0.284099,0.185117,0.0758111,0.290017
52.83,0.199596,0.088989,0.269282,0.200072,0.0994453,0.274044
52.84,0.213108,0.113179,0.235408,0.213939,0.1248,0.239379
52.85,0.222413,0.134327,0.189953,0.223116,0.145987,0.194021
52.86,0.226013,0.150913,0.12103,0.226762,0.16257,0.124884
52.87,0.226415,0.15844,0.034571,0.227103,0.170198,0.0383879
52.88,0.226045,0.156509,-0.0550587,0.226726,0.168364,-0.0513923
52.89,0.225791,0.150054,-0.135862,0.226458,0.161726,-0.132421
52.9,0.227252,0.144725,-0.208963,0.228027,0.156346,-0.205951
52.91,0.228026,0.138936,-0.257019,0.229035,0.150532,-0.254224
52.92,0.228113,0.130096,-0.26997,0.22928,0.14169,-0.26731
52.93,0.228376,0.117968,-0.250278,0.22971,0.129705,-0.247701
52.94,0.228626,0.104415,-0.207459,0.229943,0.115943,-0.204385
52.95,0.228405,0.0922206,-0.152593,0.229891,0.103445,-0.149004
52.96,0.226739,0.0843941,-0.0978645,0.22825,0.0952303,-0.0936748
52.97,0.224977,0.0810259,-0.046992,0.226321,0.0917355,-0.0422947
52.98,0.217766,0.079745,0.00496727,0.218823,0.0899382,0.00998977
52.99,0.189729,0.0760888,0.0845184,0.190334,0.0858515,0.0899851
53,0.162257,0.0776527,0.174299,0.162566,0.0868015,0.179733
53.01,0.145027,0.0681678,0.254957,0.144923,0.076634,0.260177
53.02,0.13672,0.0764649,0.288525,0.136083,0.0845623,0.293491
53.03,0.132933,0.097624,0.281666,0.131932,0.106084,0.285438
53.04,0.131404,0.124634,0.243972,0.129827,0.133611,0.247271
53.05,0.131632,0.150487,0.186902,0.130055,0.159683,0.190109
53.06,0.130198,0.168922,0.114733,0.128294,0.178201,0.117853
53.07,0.126414,0.177364,0.0362627,0.124285,0.18679,0.0392499
53.08,0.122988,0.177556,-0.0396721,0.121014,0.186838,-0.0367216
53.09,0.121504,0.174829,-0.110566,0.119362,0.183719,-0.107858
53.1,0.121737,0.175062,-0.184396,0.119291,0.184175,-0.181804
53.11,0.122997,0.17375,-0.246057,0.120661,0.182461,-0.243209
53.12,0.125288,0.168737,-0.277853,0.123314,0.177618,-0.275096
53.13,0.125188,0.158641,-0.276651,0.123519,0.167454,-0.273971
53.14,0.119311,0.144671,-0.247625,0.117918,0.153511,-0.244812
53.15,0.108948,0.128804,-0.198073,0.107943,0.137511,-0.194776
53.16,0.0972891,0.112503,-0.136594,0.0962456,0.121126,-0.13278
53.17,0.0894044,0.0882566,-0.0559633,0.088374,0.0968284,-0.0515616
53.18,0.10133,0.064311,0.0511416,0.100631,0.0728181,0.0557755
53.19,0.126682,0.0582259,0.136546,0.125796,0.0662695,0.141541
53.2,0.149805,0.0643173,0.202347,0.148412,0.0722301,0.207346
53.21,0.16122,0.0604316,0.265391,0.159548,0.0678627,0.270156
53.22,0.173345,0.07631,0.278379,0.171498,0.0840376,0.28261
53.23,0.185225,0.0995288,0.262167,0.183827,0.108255,0.265267
53.24,0.196173,0.124454,0.227557,0.194709,0.134371,0.229982
53.25,0.203386,0.146181,0.181829,0.201834,0.156064,0.184355
53.26,0.20571,0.163371,0.113457,0.204192,0.173131,0.116211
53.27,0.206035,0.171687,0.0286016,0.204177,0.181361,0.031239
53.28,0.20685,0.17073,-0.0599982,0.204993,0.180286,-0.0576771
53.29,0.208045,0.164813,-0.139653,0.206078,0.174168,-0.137568
53.3,0.210073,0.159316,-0.210203,0.208243,0.168514,-0.208244
53.31,0.210646,0.152389,-0.254344,0.208702,0.161433,-0.252354
53.32,0.209869,0.141821,-0.262651,0.207809,0.150813,-0.260727
53.33,0.208711,0.127559,-0.238544,0.206477,0.136294,-0.236477
53.34,0.207018,0.111557,-0.19259,0.20463,0.120215,-0.190076
53.35,0.204188,0.0968998,-0.136357,0.201455,0.105092,-0.133469
53.36,0.199346,0.0856601,-0.0814948,0.19647,0.0935564,-0.0783161
53.37,0.193923,0.0783258,-0.0315598,0.190741,0.0859267,-0.0282397
53.38,0.183974,0.0730198,0.0162448,0.180492,0.0803466,0.0197408
53.39,0.155467,0.0650994,0.088985,0.151995,0.0720999,0.0926827
53.4,0.127175,0.0631627,0.171134,0.123497,0.0698296,0.174845
53.41,0.110513,0.05359,0.243867,0.106519,0.0597682,0.247488
53.42,0.101451,0.0602039,0.272268,0.0970363,0.0664157,0.275153
53.43,0.0955857,0.0788571,0.262548,0.0906796,0.0852769,0.264713
53.44,0.0916447,0.103472,0.223587,0.0861487,0.109933,0.224939
53.45,0.0890838,0.127352,0.166661,0.0834487,0.133831,0.167988
53.46,0.0862384,0.145605,0.0939864,0.0806666,0.152137,0.0952695
53.47,0.0821932,0.155046,0.0149244,0.0765548,0.161399,0.0164287
53.48,0.0787483,0.156664,-0.0615185,0.0729071,0.16272,-0.060044
53.49,0.0769739,0.155543,-0.13375,0.0714547,0.161633,-0.132556
53.5,0.0774482,0.15447,-0.204022,0.0721004,0.160506,-0.202843
53.51,0.0799212,0.150209,-0.253056,0.0749955,0.156269,-0.251804
53.52,0.0824666,0.141801,-0.268217,0.0778424,0.14776,-0.267022
53.53,0.0825318,0.127944,-0.251095,0.0778856,0.133897,-0.249895
53.54,0.0781051,0.110836,-0.209511,0.0735483,0.116843,-0.207861
53.55,0.0707212,0.0918942,-0.153395,0.066518,0.0973158,-0.151281
53.56,0.0627434,0.0730867,-0.0916255,0.0586037,0.0782911,-0.0892146
53.57,0.0575023,0.0523422,-0.0252948,0.0535603,0.0570693,-0.0227488
53.58,0.0695199,0.0309262,0.0653999,0.0653884,0.0353572,0.0682779
53.59,0.0941371,0.0270789,0.140772,0.0897548,0.030965,0.144058
53.6,0.11458,0.0335863,0.201678,0.109873,0.0371987,0.205172
53.61,0.125187,0.0314844,0.258015,0.120295,0.0349804,0.261302
53.62,0.133882,0.0461655,0.269402,0.128997,0.050016,0.27207
53.63,0.142447,0.0679249,0.250559,0.137719,0.0729179,0.252033
53.64,0.150702,0.0914004,0.212961,0.146252,0.0971889,0.213255
53.65,0.155679,0.112662,0.163753,0.15112,0.118153,0.163927
53.66,0.157074,0.129484,0.0943354,0.152551,0.1348,0.0946302
53.67,0.158148,0.13853,0.0101831,0.15353,0.143638,0.010344
53.68,0.161101,0.139053,-0.0780449,0.15654,0.144253,-0.0777856
53.69,0.164513,0.134387,-0.156345,0.159789,0.139505,-0.156164
53.7,0.167039,0.128453,-0.221467,0.162091,0.133665,-0.22112
53.71,0.167505,0.119949,-0.257601,0.162522,0.124858,-0.25728
53.72,0.165637,0.10752,-0.25745,0.160498,0.112492,-0.256962
53.73,0.163323,0.0909423,-0.225559,0.157836,0.095843,-0.224735
53.74,0.160604,0.0726524,-0.17381,0.155047,0.0774186,-0.172788
53.75,0.156764,0.0560129,-0.114583,0.150964,0.0606785,-0.113055
53.76,0.15118,0.0419812,-0.0580973,0.145344,0.0465058,-0.0562661
53.77,0.144997,0.0320351,-0.00939076,0.139123,0.0364748,-0.00699841
53.78,0.13491,0.0249641,0.034284,0.128906,0.0290446,0.0372956
53.79,0.109037,0.016886,0.0993925,0.102864,0.020882,0.102528
53.8,0.0839831,0.0148601,0.174429,0.0776661,0.0183845,0.177783
53.81,0.0701875,0.00848773,0.239029,0.0636316,0.0116832,0.2422
53.82,0.0622628,0.0149507,0.262714,0.05568,0.0179133,0.2652
53.83,0.0573742,0.0318012,0.250226,0.0501971,0.0353474,0.252073
53.84,0.0535428,0.0540209,0.209955,0.0457471,0.0578839,0.211373
53.85,0.0497411,0.075812,0.15277,0.0418001,0.0797589,0.154183
53.86,0.0467205,0.0936848,0.0794923,0.038756,0.0976075,0.0808199
53.87,0.0426582,0.104165,-0.000935956,0.0344188,0.10823,0.000629445
53.88,0.0388555,0.106868,-0.0783793,0.0306051,0.110818,-0.0770964
53.89,0.0370613,0.106179,-0.151985,0.0288365,0.109998,-0.15062
53.9,0.0380904,0.102523,-0.2156,0.0300612,0.106263,-0.214437
53.91,0.0415957,0.0951683,-0.252305,0.0337731,0.0988667,-0.251069
53.92,0.0456365,0.0842595,-0.255815,0.0379593,0.0879167,-0.254172
53.93,0.0474754,0.0689744,-0.228619,0.0403802,0.0726797,-0.226638
53.94,0.0463356,0.0508079,-0.179836,0.0390786,0.0545113,-0.177801
53.95,0.0428566,0.0317306,-0.119892,0.0354432,0.0351795,-0.117584
53.96,0.0384326,0.0137997,-0.0588454,0.0312768,0.0174564,-0.0560537
53.97,0.0355977,-0.000951059,-0.00299569,0.0286753,0.00268883,0.000104313
53.98,0.0461166,-0.0180806,0.0708411,0.0393191,-0.0147684,0.0742232
53.99,0.0689605,-0.0198963,0.137011,0.0620963,-0.01684,0.140793
54,0.0884261,-0.011472,0.190787,0.0817276,-0.00838261,0.194737
54.01,0.0988285,-0.012091,0.242226,0.0919747,-0.00915333,0.245603
54.02,0.105259,0.00129805,0.253068,0.0985637,0.0043765,0.255693
54.03,0.111066,0.0210239,0.234372,0.104671,0.0252059,0.235796
54.04,0.116971,0.042436,0.196134,0.110738,0.0475118,0.196411
54.05,0.120923,0.0626338,0.145646,0.114582,0.0676843,0.145914
54.06,0.122397,0.0787824,0.0780922,0.116265,0.0837217,0.0783487
54.07,0.124111,0.0884631,-0.00413148,0.118192,0.0934545,-0.00395078
54.08,0.127891,0.0899783,-0.0890153,0.12189,0.0947907,-0.0886844
54.09,0.131485,0.086372,-0.164773,0.125496,0.0913704,-0.164329
54.1,0.133053,0.07986,-0.223256,0.127092,0.0843951,-0.222894
54.11,0.132091,0.0696239,-0.250907,0.125673,0.0742734,-0.250316
54.12,0.128945,0.0557502,-0.243958,0.12233,0.0601704,-0.243177
54.13,0.125364,0.0385339,-0.207629,0.118754,0.0429028,-0.206809
54.14,0.121458,0.0202654,-0.153823,0.114944,0.0242059,-0.152524
54.15,0.116495,0.00265314,-0.0936955,0.109721,0.00656771,-0.0920428
54.16,0.109944,-0.0125469,-0.0377825,0.102924,-0.00891786,-0.0356347
54.17,0.103207,-0.0235412,0.0074689,0.0961121,-0.0200021,0.00976299
54.18,0.0945599,-0.0297544,0.04322,0.0873334,-0.0265215,0.0459876
54.19,0.0730406,-0.0380261,0.0991825,0.0658849,-0.0350168,0.10201
54.2,0.0516992,-0.0400396,0.168548,0.0446416,-0.0376008,0.171896
54.21,0.0404076,-0.0441208,0.228207,0.0334646,-0.0418012,0.231436
54.22,0.0345312,-0.0377964,0.250032,0.0275196,-0.0355189,0.252816
54.23,0.0301273,-0.0222115,0.237057,0.0228513,-0.0195,0.23886
54.24,0.0265954,-0.00264398,0.197796,0.019372,0.000456836,0.198873
54.25,0.0235356,0.0170961,0.141339,0.0161102,0.0203414,0.142094
54.26,0.0204482,0.0335815,0.0692769,0.0133256,0.0370122,0.0699424
54.27,0.0166784,0.0440571,-0.0104905,0.00922726,0.047668,-0.00999958
54.28,0.0131459,0.0472361,-0.0877837,0.00574619,0.0506572,-0.087301
54.29,0.0119916,0.0456115,-0.160231,0.00481312,0.0490304,-0.159964
54.3,0.0138305,0.0396266,-0.216274,0.00692902,0.0429943,-0.216012
54.31,0.0181156,0.0298505,-0.244222,0.011462,0.0331132,-0.243947
54.32,0.0230638,0.0161933,-0.240331,0.0163769,0.0192376,-0.239624
54.33,0.0265016,-8.38009e-05,-0.20859,0.0198487,0.00290486,-0.207571
54.34,0.0280835,-0.0186683,-0.157414,0.0215561,-0.0159632,-0.155879
54.35,0.0287417,-0.0360752,-0.0977734,0.0222374,-0.0335053,-0.0957816
54.36,0.0287317,-0.0506395,-0.0400662,0.0218151,-0.0481021,-0.0374606
54.37,0.0286644,-0.0614544,0.00818514,0.0217662,-0.0587373,0.0112063
54.38,0.0351428,-0.0712786,0.0618572,0.0278936,-0.0682716,0.0652775
54.39,0.053792,-0.0729823,0.1219,0.0464632,-0.0703502,0.125478
54.4,0.070222,-0.0651376,0.176808,0.0624982,-0.0628268,0.180361
54.41,0.0789522,-0.0652512,0.228223,0.0714739,-0.0628912,0.231632
54.42,0.0828392,-0.0546148,0.243487,0.0756714,-0.0519962,0.246535
54.43,0.0862042,-0.0377846,0.22774,0.07975,-0.0344575,0.229327
54.44,0.0899355,-0.0187548,0.18929,0.0835939,-0.0145598,0.189983
54.45,0.0924869,-3.13222e-05,0.136574,0.0859644,0.00417717,0.137233
54.46,0.0936681,0.016168,0.0690029,0.0871427,0.0203401,0.0692198
54.47,0.0960981,0.0264081,-0.0112928,0.0896328,0.0304393,-0.0112818
54.48,0.100093,0.028905,-0.0932666,0.093444,0.0329599,-0.0933622
54.49,0.10362,0.026262,-0.166829,0.0968884,0.0303709,-0.167028
54.5,0.104506,0.0194547,-0.22027,0.0978315,0.0235921,-0.220481
54.51,0.102584,0.00852146,-0.243458,0.096007,0.0124126,-0.243318
54.52,0.0983276,-0.00645749,-0.233449,0.0917398,-0.00235433,-0.233078
54.53,0.0930766,-0.0230432,-0.196523,0.0865116,-0.0189935,-0.196041
54.54,0.0878571,-0.041234,-0.142166,0.0812087,-0.0371686,-0.141051
54.55,0.0818183,-0.058515,-0.0823695,0.0752968,-0.0543852,-0.0810252
54.56,0.0746648,-0.073403,-0.027655,0.0682203,-0.0693472,-0.0260633
54.57,0.0676515,-0.0846167,0.0153989,0.0611746,-0.0807383,0.0173648
54.58,0.0598032,-0.0914315,0.0471697,0.0533325,-0.0874875,0.049271
54.59,0.0419426,-0.0983949,0.0971845,0.0355021,-0.0946665,0.0992578
54.6,0.0246194,-0.0984833,0.163642,0.0184473,-0.0948233,0.165583
54.61,0.0152577,-0.100916,0.220081,0.0090416,-0.097036,0.222026
54.62,0.0103102,-0.0943429,0.241314,0.00407905,-0.0904758,0.242835
54.63,0.00662302,-0.0805603,0.22919,0.000128376,-0.0760827,0.22939
54.64,0.00342425,-0.0631732,0.190525,-0.00304985,-0.058251,0.190065
54.65,0.000534227,-0.0453131,0.134325,-0.00579974,-0.0406722,0.133994
54.66,-0.0022237,-0.0295756,0.0635376,-0.00858242,-0.0249167,0.0630158
54.67,-0.00558701,-0.0188312,-0.015237,-0.0120004,-0.0143789,-0.0156701
54.68,-0.00907282,-0.0151842,-0.0939816,-0.0156759,-0.0108364,-0.0944916
54.69,-0.0100853,-0.0172351,-0.164933,-0.0169151,-0.0125086,-0.165477
54.7,-0.00750393,-0.0242512,-0.215786,-0.01424,-0.0196703,-0.216235
54.71,-0.00265179,-0.0356675,-0.238364,-0.00909901,-0.0310175,-0.238788
54.72,0.00287434,-0.0511241,-0.229694,-0.00334814,-0.0463277,-0.229761
54.73,0.0083661,-0.0683915,-0.194429,0.00237877,-0.0639032,-0.194068
54.74,0.012509,-0.0859081,-0.142493,0.00656587,-0.0814821,-0.141687
54.75,0.0158638,-0.102734,-0.0830252,0.00975188,-0.0985867,-0.0816342
54.76,0.0189037,-0.117367,-0.0282515,0.0125984,-0.113243,-0.0261448
54.77,0.021446,-0.128201,0.0153574,0.0153642,-0.124272,0.0178195
54.78,0.0267942,-0.133724,0.0534582,0.0209935,-0.129919,0.0563213
54.79,0.0414418,-0.134304,0.105672,0.0357009,-0.130436,0.108638
54.8,0.0535196,-0.127573,0.166148,0.0474691,-0.123728,0.169123
54.81,0.0608835,-0.126924,0.218254,0.0549065,-0.123252,0.221013
54.82,0.0634302,-0.118353,0.237702,0.0577715,-0.114598,0.239931
54.83,0.0652222,-0.103355,0.224654,0.05989,-0.0985571,0.225981
54.84,0.0666345,-0.0861369,0.187141,0.0612801,-0.0804341,0.187713
54.85,0.0677145,-0.0686278,0.132747,0.0626133,-0.0629896,0.13285
54.86,0.0686565,-0.053111,0.0642056,0.0635871,-0.0472332,0.0636229
54.87,0.0712762,-0.0416531,-0.0145595,0.0661926,-0.0358383,-0.0154917
54.88,0.0752201,-0.0370423,-0.0950588,0.0701243,-0.0314266,-0.0962686
54.89,0.0782448,-0.0390437,-0.16639,0.0729735,-0.033545,-0.167806
54.9,0.0789178,-0.0460623,-0.216577,0.0737395,-0.0407682,-0.217682
54.91,0.0762117,-0.0578539,-0.236997,0.0707608,-0.0527423,-0.237829
54.92,0.0714053,-0.0730764,-0.226294,0.0660324,-0.0679362,-0.226881
54.93,0.0655419,-0.0911603,-0.188957,0.0603559,-0.086184,-0.189007
54.94,0.0591073,-0.10927,-0.135988,0.0539685,-0.104359,-0.135423
54.95,0.0521554,-0.126697,-0.0771126,0.0472189,-0.121889,-0.0759221
54.96,0.0446487,-0.142295,-0.0233982,0.0398448,-0.13761,-0.0213882
54.97,0.037807,-0.154354,0.0189539,0.0329207,-0.149711,0.02137
54.98,0.0308559,-0.161431,0.0489185,0.0258903,-0.156455,0.051432
54.99,0.0161693,-0.165956,0.0955522,0.0111694,-0.160891,0.0981967
55,0.00206411,-0.163342,0.161241,-0.00299559,-0.158423,0.163882
55.01,-0.00564485,-0.165085,0.215569,-0.010521,-0.160382,0.218334
55.02,-0.00961429,-0.15899,0.23759,-0.0146839,-0.153866,0.239503
55.03,-0.0121723,-0.14657,0.226449,-0.0175865,-0.140978,0.227099
55.04,-0.0143649,-0.131141,0.188311,-0.0202839,-0.124559,0.188554
55.05,-0.01656,-0.114772,0.1315,-0.0223384,-0.108135,0.131751
55.06,-0.0187862,-0.0992722,0.0601528,-0.0242807,-0.0924678,0.0602807
55.07,-0.0216783,-0.0879766,-0.0186751,-0.0272502,-0.0813884,-0.0186205
55.08,-0.0246564,-0.0823932,-0.0982949,-0.030132,-0.0758951,-0.0983507
55.09,-0.0267754,-0.0837165,-0.168307,-0.0323276,-0.077232,-0.168389
55.1,-0.0255757,-0.0914968,-0.216969,-0.0311272,-0.0851331,-0.217344
55.11,-0.0213213,-0.103634,-0.236815,-0.0264467,-0.0974002,-0.237041
55.12,-0.0153983,-0.119284,-0.22565,-0.0203481,-0.11278,-0.225233
55.13,-0.00934067,-0.137262,-0.188588,-0.0140478,-0.130771,-0.187631
55.14,-0.00405322,-0.154521,-0.136311,-0.0089124,-0.148199,-0.135087
55.15,0.00100162,-0.170634,-0.0775747,-0.00366315,-0.16393,-0.0758327
55.16,0.00627182,-0.18413,-0.0249045,0.00155981,-0.177166,-0.0228199
55.17,0.0109656,-0.193546,0.0157127,0.00607861,-0.186682,0.0181511
55.18,0.0161818,-0.197038,0.0456162,0.011615,-0.18993,0.0485458
55.19,0.0292429,-0.195696,0.0921218,0.0251825,-0.188371,0.0956507
55.2,0.039521,-0.187132,0.158606,0.0352618,-0.179847,0.162144
55.21,0.0460579,-0.186145,0.215908,0.0422059,-0.178723,0.219365
55.22,0.0477803,-0.177885,0.241307,0.0442229,-0.170283,0.244208
55.23,0.0477267,-0.164705,0.23286,0.0446646,-0.15616,0.234861
55.24,0.0472679,-0.149272,0.196547,0.0446932,-0.13999,0.198038
55.25,0.0470652,-0.133125,0.140219,0.0444131,-0.123518,0.141373
55.26,0.0473994,-0.117789,0.0688844,0.044395,-0.10829,0.0698201
55.27,0.0494708,-0.106119,-0.0112369,0.0465199,-0.0967769,-0.0105397
55.28,0.0526176,-0.10032,-0.0930241,0.049699,-0.0909284,-0.0924386
55.29,0.0551652,-0.100543,-0.166294,0.0523947,-0.0911315,-0.165848
55.3,0.055874,-0.106202,-0.219076,0.0531106,-0.096675,-0.218313
55.31,0.0538559,-0.116989,-0.242083,0.0509972,-0.107518,-0.241192
55.32,0.0502176,-0.131691,-0.23362,0.0475978,-0.12233,-0.232538
55.33,0.0460568,-0.148728,-0.198108,0.0433437,-0.139645,-0.196639
55.34,0.0420765,-0.165186,-0.146095,0.0396428,-0.155904,-0.144085
55.35,0.0377637,-0.1807,-0.0867296,0.0352066,-0.171074,-0.0843538
55.36,0.032741,-0.193937,-0.0327297,0.0302008,-0.184338,-0.0299675
55.37,0.0282437,-0.203233,0.00955473,0.025788,-0.193411,0.0126756
55.38,0.0227802,-0.206962,0.0413598,0.0203182,-0.196886,0.0448092
55.39,0.00810449,-0.207315,0.0927687,0.0054496,-0.197279,0.0962144
55.4,-0.00482939,-0.199544,0.163542,-0.00735914,-0.189231,0.167294
55.41,-0.0116463,-0.199439,0.22418,-0.0139224,-0.189546,0.227874
55.42,-0.0147782,-0.191235,0.250981,-0.0172096,-0.181102,0.253988
55.43,-0.0170292,-0.177929,0.242893,-0.0197915,-0.166907,0.244955
55.44,-0.0191896,-0.162129,0.20534,-0.0226048,-0.150448,0.20653
55.45,-0.0214788,-0.145844,0.147165,-0.0249818,-0.134126,0.147947
55.46,-0.0238301,-0.13058,0.0740795,-0.0275112,-0.11887,0.0749285
55.47,-0.0271882,-0.119167,-0.0076101,-0.0309157,-0.107382,-0.00708952
55.48,-0.0307503,-0.113472,-0.0908426,-0.0343661,-0.101558,-0.0905886
55.49,-0.0336627,-0.11349,-0.166109,-0.0372569,-0.101554,-0.165881
55.5,-0.0342501,-0.118401,-0.221531,-0.0374797,-0.106626,-0.221387
55.51,-0.0316192,-0.128202,-0.247374,-0.0345675,-0.116604,-0.247039
55.52,-0.0267329,-0.141829,-0.241254,-0.0296018,-0.130238,-0.240826
55.53,-0.0212151,-0.158186,-0.206989,-0.0237801,-0.146653,-0.206314
55.54,-0.0162703,-0.174193,-0.15524,-0.0187592,-0.162667,-0.154073
55.55,-0.0115382,-0.189462,-0.0950381,-0.0137644,-0.177699,-0.0934826
55.56,-0.00644642,-0.202463,-0.0394268,-0.00838479,-0.190442,-0.0375102
55.57,-0.00214656,-0.211606,0.00465418,-0.00396563,-0.199804,0.00723196
55.58,0.0043293,-0.214941,0.0422396,0.00259022,-0.203214,0.0454343
55.59,0.0218298,-0.211485,0.0992961,0.0201063,-0.199815,0.102752
55.6,0.035011,-0.199592,0.168392,0.0335287,-0.187793,0.171916
55.61,0.0418514,-0.197233,0.229728,0.040512,-0.18532,0.233132
55.62,0.0437514,-0.187129,0.255924,0.042263,-0.174794,0.258377
55.63,0.0443193,-0.172553,0.246144,0.0429668,-0.158894,0.24768
55.64,0.0444574,-0.156071,0.207647,0.043414,-0.141246,0.208175
55.65,0.0446578,-0.139493,0.149146,0.0437151,-0.124436,0.149464
55.66,0.0450575,-0.124052,0.0761505,0.0438606,-0.109306,0.0763499
55.67,0.0470938,-0.112268,-0.00588033,0.0455583,-0.0971413,-0.00575554
