t,x_true,y_true,x_est,y_est
44.48,-0.314148,1.17391,-0.270522,1.13054
44.49,-0.314981,1.17643,-0.271248,1.133
44.5,-0.315806,1.17897,-0.271939,1.13552
44.51,-0.316676,1.1816,-0.272645,1.13814
44.52,-0.317647,1.18434,-0.273427,1.14091
44.53,-0.318773,1.18723,-0.274343,1.14381
44.54,-0.320087,1.19021,-0.275443,1.14678
44.55,-0.321603,1.19324,-0.276745,1.14977
44.56,-0.323328,1.19626,-0.278273,1.15272
44.57,-0.325241,1.19922,-0.280012,1.15556
44.58,-0.327303,1.20217,-0.281945,1.15832
44.59,-0.329352,1.20519,-0.283927,1.16109
44.6,-0.331215,1.20831,-0.285745,1.16394
44.61,-0.332927,1.21145,-0.287352,1.16688
44.62,-0.334488,1.21462,-0.28844,1.17001
44.63,-0.335882,1.21779,-0.288544,1.17336
44.64,-0.337123,1.22095,-0.28868,1.17663
44.65,-0.338213,1.22413,-0.289642,1.1797
44.66,-0.339148,1.22729,-0.29048,1.18276
44.67,-0.339941,1.23038,-0.29123,1.18579
44.68,-0.340638,1.23344,-0.291957,1.18879
44.69,-0.341305,1.23648,-0.292706,1.1918
44.7,-0.342008,1.23955,-0.293524,1.19485
44.71,-0.342795,1.24269,-0.294434,1.19797
44.72,-0.343705,1.24592,-0.295469,1.20119
44.73,-0.344766,1.24924,-0.296646,1.20449
44.74,-0.345978,1.25262,-0.297968,1.20784
44.75,-0.347323,1.256,-0.299412,1.21118
44.76,-0.348775,1.25933,-0.300947,1.21445
44.77,-0.350297,1.26256,-0.302535,1.2176
44.78,-0.351843,1.26566,-0.304127,1.22057
44.79,-0.353411,1.26867,-0.305709,1.2234
44.8,-0.355002,1.27163,-0.307292,1.22612
44.81,-0.356666,1.27445,-0.308949,1.2287
44.82,-0.358364,1.27719,-0.310558,1.23114
44.83,-0.360012,1.27987,-0.311816,1.23337
44.84,-0.361549,1.28253,-0.313007,1.23573
44.85,-0.362938,1.2852,-0.314331,1.23827
44.86,-0.364163,1.28785,-0.315501,1.24081
44.87,-0.365238,1.29046,-0.316489,1.24332
44.88,-0.366202,1.29301,-0.317354,1.24578
44.89,-0.367108,1.29552,-0.318141,1.24824
44.9,-0.368003,1.29806,-0.318894,1.25075
44.91,-0.368943,1.30067,-0.319665,1.25336
44.92,-0.369983,1.3034,-0.320507,1.25611
44.93,-0.37118,1.30626,-0.321484,1.25898
44.94,-0.372564,1.30922,-0.322639,1.26193
44.95,-0.374149,1.31221,-0.323994,1.2649
44.96,-0.375942,1.31518,-0.325566,1.26782
44.97,-0.37792,1.3181,-0.327342,1.27064
44.98,-0.380044,1.321,-0.329314,1.27337
44.99,-0.382156,1.32396,-0.331327,1.27612
45,-0.384082,1.32703,-0.333182,1.27895
45.01,-0.385859,1.33012,-0.334823,1.28187
45.02,-0.387485,1.33324,-0.335935,1.28499
45.03,-0.388945,1.33637,-0.336069,1.2883
45.04,-0.390256,1.3395,-0.336273,1.29149
45.05,-0.391418,1.34265,-0.33732,1.29453
45.06,-0.392427,1.34578,-0.338247,1.29756
45.07,-0.393299,1.34886,-0.339089,1.30058
45.08,-0.394078,1.3519,-0.339911,1.30361
45.09,-0.394828,1.35494,-0.340763,1.30665
45.1,-0.395611,1.35802,-0.341678,1.30975
45.11,-0.396475,1.36117,-0.342678,1.31293
45.12,-0.397457,1.36441,-0.343795,1.31618
45.13,-0.398583,1.36771,-0.34504,1.3195
45.14,-0.399853,1.37105,-0.346419,1.32285
45.15,-0.401246,1.37437,-0.347906,1.32616
45.16,-0.402737,1.37761,-0.349474,1.32938
45.17,-0.40429,1.38074,-0.351077,1.33244
45.18,-0.40586,1.38373,-0.352678,1.33532
45.19,-0.407434,1.38661,-0.354252,1.33804
45.2,-0.409041,1.38935,-0.355843,1.34059
45.21,-0.410711,1.39192,-0.357484,1.34293
45.22,-0.412416,1.39439,-0.359044,1.34505
45.23,-0.414068,1.39682,-0.360189,1.34688
45.24,-0.415598,1.39924,-0.361193,1.34882
45.25,-0.416968,1.40168,-0.362499,1.35114
45.26,-0.41817,1.40411,-0.363626,1.35347
45.27,-0.419226,1.4065,-0.364585,1.35577
45.28,-0.420178,1.40884,-0.365427,1.35805
45.29,-0.421076,1.41117,-0.366191,1.36035
45.3,-0.421962,1.41351,-0.36691,1.36269
45.31,-0.422876,1.41589,-0.36763,1.36511
45.32,-0.423868,1.41835,-0.368405,1.3676
45.33,-0.424986,1.42087,-0.369289,1.37015
45.34,-0.426261,1.42342,-0.370321,1.37271
45.35,-0.427703,1.42594,-0.371526,1.37522
45.36,-0.429307,1.42838,-0.372904,1.37762
45.37,-0.431044,1.43072,-0.374437,1.37987
45.38,-0.432879,1.433,-0.376115,1.38201
45.39,-0.434678,1.43535,-0.377812,1.38417
45.4,-0.436302,1.43775,-0.379358,1.38637
45.41,-0.437769,1.44008,-0.380693,1.38856
45.42,-0.439123,1.44243,-0.381569,1.39084
45.43,-0.440328,1.4448,-0.381487,1.39322
45.44,-0.441365,1.44722,-0.381401,1.39557
45.45,-0.442229,1.44967,-0.382144,1.39792
45.46,-0.442932,1.45211,-0.382763,1.40028
45.47,-0.4435,1.45455,-0.383209,1.40259
45.48,-0.443985,1.45697,-0.383572,1.40489
45.49,-0.444442,1.45942,-0.383908,1.40721
45.5,-0.44491,1.46192,-0.384262,1.40958
45.51,-0.445416,1.46447,-0.384657,1.41202
45.52,-0.445989,1.46706,-0.385122,1.41451
45.53,-0.44666,1.46968,-0.385683,1.41702
45.54,-0.447452,1.47231,-0.386368,1.41955
45.55,-0.448378,1.47493,-0.387195,1.42207
45.56,-0.449426,1.4775,-0.388159,1.42454
45.57,-0.450568,1.48001,-0.389226,1.42693
45.58,-0.451771,1.48241,-0.390367,1.4292
45.59,-0.45303,1.48455,-0.391579,1.43123
45.6,-0.45427,1.48634,-0.392804,1.43291
45.61,-0.455529,1.4879,-0.394013,1.43431
45.62,-0.456778,1.48936,-0.395004,1.43541
45.63,-0.457902,1.49075,-0.395396,1.43612
45.64,-0.458832,1.49209,-0.395607,1.43693
45.65,-0.459547,1.4934,-0.396188,1.4381
45.66,-0.460069,1.49468,-0.396579,1.43925
45.67,-0.460443,1.49591,-0.396824,1.44036
45.68,-0.460734,1.49711,-0.396985,1.44145
45.69,-0.460988,1.49826,-0.397105,1.44253
45.7,-0.461225,1.4994,-0.397201,1.44361
45.71,-0.461459,1.50055,-0.397281,1.44472
45.72,-0.461733,1.50171,-0.397386,1.44587
45.73,-0.462093,1.50288,-0.397567,1.44705
45.74,-0.462586,1.50405,-0.397879,1.44822
45.75,-0.463241,1.50518,-0.398364,1.44936
45.76,-0.464047,1.50625,-0.399018,1.45042
45.77,-0.464977,1.50725,-0.399822,1.45141
45.78,-0.466019,1.50825,-0.400767,1.45239
45.79,-0.467073,1.50939,-0.401782,1.45349
45.8,-0.468007,1.51067,-0.402719,1.45473
45.81,-0.468873,1.51197,-0.403569,1.45603
45.82,-0.469635,1.5133,-0.404086,1.45742
45.83,-0.470228,1.51466,-0.403822,1.45886
45.84,-0.470626,1.51607,-0.403539,1.46023
45.85,-0.470827,1.51752,-0.403599,1.46158
45.86,-0.470855,1.51899,-0.403495,1.46295
45.87,-0.470757,1.52047,-0.403272,1.46432
45.88,-0.4706,1.52196,-0.402996,1.4657
45.89,-0.470436,1.5235,-0.402723,1.46713
45.9,-0.470282,1.52509,-0.402468,1.46861
45.91,-0.470153,1.52672,-0.40224,1.47014
45.92,-0.470074,1.52837,-0.402068,1.47168
45.93,-0.470078,1.53002,-0.401988,1.47324
45.94,-0.470202,1.53167,-0.402038,1.47481
45.95,-0.470457,1.53332,-0.402233,1.47638
45.96,-0.470839,1.53494,-0.402566,1.47792
45.97,-0.471325,1.53651,-0.403024,1.47942
45.98,-0.471895,1.53799,-0.403583,1.48083
45.99,-0.472537,1.53919,-0.404261,1.48198
46,-0.473145,1.54008,-0.404937,1.48284
46.01,-0.473777,1.54079,-0.40561,1.48347
46.02,-0.474392,1.54141,-0.406053,1.48386
46.03,-0.47486,1.54196,-0.405827,1.48393
46.04,-0.475113,1.54247,-0.405373,1.48401
46.05,-0.475141,1.54293,-0.405284,1.48436
46.06,-0.474978,1.54336,-0.40501,1.48467
46.07,-0.474682,1.54376,-0.404607,1.48496
46.08,-0.474333,1.54412,-0.404154,1.48524
46.09,-0.473979,1.54445,-0.403699,1.48552
46.1,-0.473627,1.54477,-0.403243,1.4858
46.11,-0.473289,1.54506,-0.402795,1.48609
46.12,-0.472992,1.54535,-0.402379,1.48638
46.13,-0.472772,1.54564,-0.40204,1.48668
46.14,-0.472675,1.5459,-0.401828,1.48698
46.15,-0.472724,1.54614,-0.401776,1.48726
46.16,-0.472908,1.54634,-0.401876,1.48752
46.17,-0.473196,1.5465,-0.402101,1.48775
46.18,-0.473564,1.54668,-0.402426,1.488
46.19,-0.473991,1.547,-0.402861,1.48838
46.2,-0.474369,1.54747,-0.403284,1.48893
46.21,-0.474733,1.54798,-0.403697,1.48956
46.22,-0.475032,1.54852,-0.403924,1.49021
46.23,-0.475172,1.5491,-0.403583,1.49085
46.24,-0.475097,1.54974,-0.402946,1.49142
46.25,-0.474797,1.55041,-0.402534,1.492
46.26,-0.47431,1.55111,-0.401944,1.49261
46.27,-0.473699,1.55182,-0.401236,1.49324
46.28,-0.473041,1.55256,-0.400487,1.4939
46.29,-0.472392,1.55333,-0.399757,1.4946
46.3,-0.471759,1.55416,-0.399046,1.49535
46.31,-0.471143,1.55502,-0.398356,1.49613
46.32,-0.470558,1.55588,-0.397697,1.49692
46.33,-0.470041,1.55673,-0.397107,1.49772
46.34,-0.469635,1.55756,-0.396639,1.4985
46.35,-0.469365,1.55838,-0.396319,1.49928
46.36,-0.469234,1.55919,-0.396148,1.50005
46.37,-0.469229,1.55996,-0.396121,1.5008
46.38,-0.469375,1.5606,-0.39628,1.50144
46.39,-0.469588,1.56094,-0.396561,1.50182
46.4,-0.469716,1.56097,-0.396791,1.50191
46.41,-0.469798,1.5608,-0.396939,1.50177
46.42,-0.469838,1.56054,-0.396821,1.50136
46.43,-0.469705,1.56019,-0.395989,1.50059
46.44,-0.469346,1.55977,-0.394914,1.49981
46.45,-0.468754,1.55929,-0.394217,1.49926
46.46,-0.467971,1.55878,-0.393341,1.49868
46.47,-0.467065,1.55826,-0.39235,1.4981
46.48,-0.466119,1.55771,-0.391325,1.49752
46.49,-0.465192,1.55715,-0.390325,1.49695
46.5,-0.464292,1.55656,-0.389351,1.49637
46.51,-0.463424,1.55595,-0.38841,1.49578
46.52,-0.462606,1.55534,-0.387518,1.49521
46.53,-0.461876,1.5547,-0.386722,1.49463
46.54,-0.461267,1.55404,-0.38606,1.49404
46.55,-0.460788,1.55334,-0.385543,1.49343
46.56,-0.460423,1.55262,-0.385162,1.4928
46.57,-0.460136,1.55187,-0.384878,1.49217
46.58,-0.459896,1.55114,-0.384666,1.49156
46.59,-0.459708,1.55054,-0.384545,1.49109
46.6,-0.459512,1.55015,-0.384455,1.49083
46.61,-0.459339,1.54986,-0.384395,1.49071
46.62,-0.45913,1.54964,-0.384205,1.49066
46.63,-0.458771,1.54946,-0.383508,1.49061
46.64,-0.458188,1.54935,-0.382476,1.49051
46.65,-0.457368,1.54927,-0.381578,1.4904
46.66,-0.456351,1.54922,-0.380489,1.49032
46.67,-0.455212,1.5492,-0.379284,1.49028
46.68,-0.454038,1.54922,-0.378051,1.49028
46.69,-0.452887,1.54928,-0.376847,1.49031
46.7,-0.451756,1.54937,-0.375664,1.49036
46.71,-0.450636,1.54947,-0.374492,1.49041
46.72,-0.449539,1.54956,-0.373343,1.49046
46.73,-0.448497,1.54963,-0.372252,1.49049
46.74,-0.447552,1.54969,-0.371266,1.49052
46.75,-0.446728,1.54976,-0.370411,1.49056
46.76,-0.446039,1.54984,-0.369699,1.49063
46.77,-0.445505,1.54992,-0.369162,1.4907
46.78,-0.44518,1.54986,-0.368876,1.49068
46.79,-0.444924,1.54951,-0.368714,1.49039
46.8,-0.444562,1.54884,-0.368469,1.48981
46.81,-0.444166,1.54796,-0.368129,1.48897
46.82,-0.443691,1.54697,-0.367397,1.48786
46.83,-0.442997,1.54591,-0.365777,1.48643
46.84,-0.442047,1.54477,-0.364134,1.48506
46.85,-0.44085,1.54357,-0.36287,1.48385
46.86,-0.439466,1.54235,-0.36143,1.48261
46.87,-0.437967,1.54113,-0.359886,1.4814
46.88,-0.436443,1.53992,-0.358318,1.48021
46.89,-0.434954,1.5387,-0.356781,1.47903
46.9,-0.433507,1.53745,-0.355282,1.47784
46.91,-0.432096,1.53617,-0.353816,1.47663
46.92,-0.430744,1.53486,-0.352399,1.4754
46.93,-0.429482,1.53351,-0.351077,1.47413
46.94,-0.428333,1.5321,-0.349887,1.47281
46.95,-0.427297,1.53061,-0.34883,1.47143
46.96,-0.426341,1.52906,-0.347878,1.47
46.97,-0.425419,1.52747,-0.346985,1.46855
46.98,-0.424492,1.52586,-0.346108,1.46711
46.99,-0.423592,1.52439,-0.345293,1.46579
47,-0.422733,1.52312,-0.344545,1.46471
47.01,-0.421943,1.52201,-0.343872,1.46379
47.02,-0.421151,1.52098,-0.343113,1.46299
47.03,-0.420213,1.52004,-0.341865,1.46232
47.04,-0.419034,1.51917,-0.340268,1.46164
47.05,-0.417597,1.51836,-0.33878,1.46088
47.06,-0.41595,1.51761,-0.337091,1.46017
47.07,-0.414189,1.5169,-0.335296,1.4595
47.08,-0.412406,1.51623,-0.333486,1.45888
47.09,-0.410656,1.51559,-0.331712,1.45826
47.1,-0.408926,1.51496,-0.329954,1.45762
47.11,-0.407188,1.51434,-0.328143,1.45695
47.12,-0.405454,1.51369,-0.326265,1.45624
47.13,-0.403758,1.51303,-0.324392,1.45549
47.14,-0.402155,1.51235,-0.322616,1.45474
47.15,-0.400686,1.51171,-0.320989,1.45403
47.16,-0.399377,1.51113,-0.319554,1.45339
47.17,-0.398281,1.5106,-0.318365,1.45281
47.18,-0.397442,1.50994,-0.317498,1.45216
47.19,-0.396669,1.50903,-0.316764,1.45129
47.2,-0.395787,1.50783,-0.315964,1.45016
47.21,-0.394857,1.50644,-0.315076,1.4488
47.22,-0.393815,1.50494,-0.313769,1.44727
47.23,-0.392528,1.50337,-0.311532,1.44562
47.24,-0.390962,1.50173,-0.309083,1.44397
47.25,-0.389138,1.50006,-0.307213,1.44232
47.26,-0.387114,1.49838,-0.305152,1.44067
47.27,-0.384969,1.49673,-0.302973,1.43905
47.28,-0.382803,1.49509,-0.300764,1.43745
47.29,-0.380682,1.49343,-0.298591,1.43586
47.3,-0.378611,1.49175,-0.296453,1.43425
47.31,-0.376582,1.49004,-0.294343,1.43263
47.32,-0.374617,1.4883,-0.292294,1.43098
47.33,-0.372747,1.48652,-0.29036,1.4293
47.34,-0.370994,1.48469,-0.288562,1.42757
47.35,-0.36936,1.48281,-0.286912,1.42581
47.36,-0.367819,1.4809,-0.285389,1.42403
47.37,-0.366331,1.47899,-0.283948,1.42227
47.38,-0.364867,1.4771,-0.282563,1.42055
47.39,-0.363499,1.47539,-0.281311,1.419
47.4,-0.362222,1.47396,-0.280179,1.41773
47.41,-0.361025,1.47275,-0.279141,1.41671
47.42,-0.359865,1.47166,-0.278081,1.41586
47.43,-0.35858,1.47067,-0.276674,1.41521
47.44,-0.357072,1.46978,-0.274936,1.41459
47.45,-0.355312,1.46899,-0.273143,1.41388
47.46,-0.353345,1.46826,-0.271148,1.41324
47.47,-0.351266,1.46761,-0.269046,1.41267
47.48,-0.349167,1.46701,-0.266928,1.41213
47.49,-0.347099,1.46642,-0.264843,1.41158
47.5,-0.345048,1.46583,-0.262763,1.41101
47.51,-0.343002,1.46524,-0.260623,1.41039
47.52,-0.340982,1.46461,-0.25842,1.40971
47.53,-0.339025,1.46395,-0.256254,1.40898
47.54,-0.337186,1.46327,-0.254224,1.40822
47.55,-0.335503,1.46262,-0.252384,1.40749
47.56,-0.333992,1.46203,-0.250757,1.40681
47.57,-0.332683,1.46147,-0.249375,1.40617
47.58,-0.331613,1.46081,-0.248298,1.40546
47.59,-0.330604,1.45991,-0.247366,1.40452
47.6,-0.329482,1.45876,-0.246376,1.40334
47.61,-0.328324,1.45745,-0.245311,1.40199
47.62,-0.327062,1.45606,-0.243843,1.40055
47.63,-0.325566,1.45462,-0.241447,1.39914
47.64,-0.323795,1.45314,-0.238836,1.39779
47.65,-0.321766,1.45166,-0.236768,1.39636
47.66,-0.31954,1.4502,-0.23451,1.39495
47.67,-0.317198,1.44877,-0.232142,1.39358
47.68,-0.314837,1.44735,-0.229753,1.39223
47.69,-0.312523,1.44591,-0.2274,1.39087
47.7,-0.31026,1.44444,-0.22509,1.38949
47.71,-0.30804,1.44294,-0.222805,1.38808
47.72,-0.305884,1.4414,-0.220589,1.38664
47.73,-0.303824,1.43982,-0.21848,1.38515
47.74,-0.301882,1.43819,-0.216513,1.3836
47.75,-0.300059,1.43649,-0.214703,1.382
47.76,-0.298331,1.43477,-0.213022,1.38038
47.77,-0.296661,1.43304,-0.211431,1.37877
47.78,-0.29502,1.43134,-0.209897,1.3772
47.79,-0.293489,1.42979,-0.208504,1.37578
47.8,-0.292085,1.42851,-0.207263,1.37463
47.81,-0.290826,1.42742,-0.20617,1.37368
47.82,-0.289612,1.42643,-0.20507,1.3729
47.83,-0.288278,1.42556,-0.203618,1.37237
47.84,-0.286726,1.42481,-0.201892,1.37188
47.85,-0.28493,1.42418,-0.200078,1.37134
47.86,-0.282933,1.42364,-0.198067,1.37088
47.87,-0.28083,1.42317,-0.195953,1.3705
47.88,-0.27871,1.42276,-0.193822,1.37016
47.89,-0.276622,1.42236,-0.191723,1.3698
47.9,-0.27455,1.42196,-0.189628,1.36942
47.91,-0.272479,1.42155,-0.187464,1.36899
47.92,-0.270429,1.42111,-0.185232,1.36852
47.93,-0.268437,1.42063,-0.183023,1.368
47.94,-0.266561,1.42013,-0.180945,1.36744
47.95,-0.264845,1.41964,-0.179053,1.36689
47.96,-0.263307,1.41919,-0.177378,1.36638
47.97,-0.261978,1.41876,-0.175964,1.36589
47.98,-0.260879,1.4182,-0.174862,1.36528
47.99,-0.259812,1.41739,-0.17388,1.36443
48,-0.258603,1.41634,-0.172801,1.36335
48.01,-0.257335,1.41514,-0.17161,1.3621
48.02,-0.255949,1.41385,-0.169983,1.36077
48.03,-0.254322,1.41255,-0.167392,1.35956
48.04,-0.252419,1.41123,-0.164619,1.35845
48.05,-0.25026,1.40993,-0.162439,1.35721
48.06,-0.247908,1.40866,-0.160074,1.35601
48.07,-0.245443,1.40744,-0.157602,1.35485
48.08,-0.24296,1.40622,-0.155109,1.35372
48.09,-0.240523,1.40499,-0.15265,1.35258
48.1,-0.238135,1.40372,-0.150229,1.35142
48.11,-0.235787,1.40242,-0.147834,1.35022
48.12,-0.233503,1.40108,-0.145503,1.34898
48.13,-0.231312,1.39968,-0.14327,1.34768
48.14,-0.229235,1.39822,-0.141177,1.34631
48.15,-0.22727,1.39669,-0.139222,1.34487
48.16,-0.225398,1.39513,-0.137389,1.34339
48.17,-0.223581,1.39355,-0.135639,1.34191
48.18,-0.221794,1.392,-0.133948,1.34047
48.19,-0.220127,1.3906,-0.132402,1.33916
48.2,-0.218608,1.38945,-0.131044,1.33809
48.21,-0.217248,1.38846,-0.129851,1.33722
48.22,-0.215943,1.38758,-0.128656,1.33651
48.23,-0.214528,1.38683,-0.127132,1.33609
48.24,-0.212908,1.38622,-0.125305,1.3358
48.25,-0.211056,1.38574,-0.123434,1.33541
48.26,-0.209011,1.38537,-0.121377,1.33514
48.27,-0.206868,1.38509,-0.119226,1.33494
48.28,-0.204715,1.38485,-0.117062,1.33478
48.29,-0.202594,1.38463,-0.11493,1.33461
48.3,-0.200489,1.38441,-0.112795,1.33441
48.31,-0.198385,1.38418,-0.110595,1.33418
48.32,-0.196301,1.38392,-0.10833,1.33391
48.33,-0.194271,1.3836,-0.106089,1.33357
48.34,-0.192357,1.38326,-0.103976,1.3332
48.35,-0.190603,1.38292,-0.102059,1.33281
48.36,-0.189029,1.3826,-0.100357,1.33244
48.37,-0.187665,1.38228,-0.0989094,1.33208
48.38,-0.186516,1.38181,-0.0977576,1.33158
48.39,-0.185379,1.38109,-0.0966934,1.33084
48.4,-0.18408,1.38015,-0.0955108,1.32988
48.41,-0.182673,1.37908,-0.0941807,1.32877
48.42,-0.181148,1.37794,-0.0924651,1.32761
48.43,-0.179387,1.37679,-0.0898953,1.32659
48.44,-0.177354,1.37566,-0.0870988,1.32566
48.45,-0.175067,1.37456,-0.0847765,1.32462
48.46,-0.172591,1.37351,-0.0822739,1.32364
48.47,-0.170007,1.37252,-0.0796661,1.32271
48.48,-0.167407,1.37154,-0.0770375,1.32181
48.49,-0.164851,1.37054,-0.0744471,1.3209
48.5,-0.16234,1.36949,-0.0718923,1.31996
48.51,-0.159868,1.36841,-0.0693695,1.31898
48.52,-0.157456,1.36728,-0.0669085,1.31797
48.53,-0.155134,1.3661,-0.0645474,1.31689
48.54,-0.152921,1.36484,-0.0623224,1.31573
48.55,-0.150816,1.36351,-0.0602356,1.31449
48.56,-0.148802,1.36213,-0.0582737,1.31321
48.57,-0.146846,1.36074,-0.0564026,1.31193
48.58,-0.144923,1.35937,-0.0545989,1.31067
48.59,-0.143131,1.35813,-0.0529512,1.30953
48.6,-0.141515,1.35713,-0.0515091,1.30862
48.61,-0.140076,1.35627,-0.0502602,1.30787
48.62,-0.138703,1.35552,-0.0490453,1.30729
48.63,-0.137233,1.35489,-0.0475702,1.30698
48.64,-0.135572,1.35443,-0.0457787,1.30681
48.65,-0.133689,1.35412,-0.0438712,1.30659
48.66,-0.131625,1.35393,-0.0417867,1.30649
48.67,-0.12947,1.35384,-0.039612,1.30648
48.68,-0.127309,1.3538,-0.0374311,1.30651
48.69,-0.125181,1.35377,-0.0352817,1.30653
48.7,-0.123068,1.35374,-0.0331315,1.30652
48.71,-0.120956,1.3537,-0.0309147,1.30648
48.72,-0.118859,1.35362,-0.028634,1.3064
48.73,-0.116813,1.35349,-0.0263788,1.30626
48.74,-0.114878,1.35332,-0.0242451,1.30609
48.75,-0.113104,1.35314,-0.0223044,1.30588
48.76,-0.111512,1.35296,-0.0205798,1.30568
48.77,-0.11013,1.35276,-0.0191101,1.30546
48.78,-0.10895,1.3524,-0.0179308,1.30508
48.79,-0.107757,1.35178,-0.0168198,1.30446
48.8,-0.106382,1.35095,-0.0155625,1.30364
48.81,-0.10492,1.34999,-0.0141744,1.30265
48.82,-0.103329,1.34897,-0.0123793,1.30164
48.83,-0.101496,1.34797,-0.00973508,1.30082
48.84,-0.09939,1.347,-0.00704659,1.30006
48.85,-0.097035,1.3461,-0.00465488,1.29922
48.86,-0.0944961,1.34526,-0.00208646,1.29845
48.87,-0.0918545,1.34449,0.000577371,1.29774
48.88,-0.0891976,1.34373,0.00325679,1.29706
48.89,-0.0865822,1.34295,0.00590463,1.29637
48.9,-0.0840084,1.34212,0.00851718,1.29564
48.91,-0.0814689,1.34125,0.0111021,1.29488
48.92,-0.0789849,1.34033,0.0136282,1.29407
48.93,-0.0765833,1.33934,0.0160579,1.29319
48.94,-0.0742819,1.33826,0.0183595,1.29222
48.95,-0.072081,1.33711,0.0205365,1.29117
48.96,-0.0699633,1.3359,0.0225945,1.29007
48.97,-0.0678989,1.33466,0.0245645,1.28895
48.98,-0.0658684,1.33345,0.0264684,1.28785
48.99,-0.063982,1.33236,0.0282033,1.28685
49,-0.0622866,1.33149,0.0297256,1.28607
49.01,-0.0607764,1.33077,0.0310495,1.28545
49.02,-0.059338,1.33013,0.0323251,1.28497
49.03,-0.0578139,1.32964,0.0338224,1.28481
49.04,-0.0561126,1.32933,0.0356145,1.28481
49.05,-0.054206,1.32918,0.0375451,1.28476
49.06,-0.0521302,1.32918,0.0396404,1.28484
49.07,-0.0499725,1.32928,0.041815,1.28503
49.08,-0.0478132,1.32944,0.0439937,1.28525
49.09,-0.0456884,1.3296,0.0461448,1.28547
49.1,-0.0435784,1.32975,0.0482973,1.28566
49.11,-0.0414686,1.3299,0.0505178,1.28584
49.12,-0.0393714,1.33001,0.0528015,1.28598
49.13,-0.0373204,1.33006,0.0550584,1.28605
49.14,-0.0353759,1.33006,0.0571971,1.28607
49.15,-0.0335906,1.33003,0.0591447,1.28604
49.16,-0.0319867,1.33,0.0608769,1.286
49.17,-0.0305898,1.32993,0.062357,1.28592
49.18,-0.0293778,1.32967,0.0635663,1.28566
49.19,-0.0281326,1.32916,0.0647195,1.28515
49.2,-0.0266887,1.32846,0.0660305,1.28443
49.21,-0.025148,1.32763,0.067487,1.28357
49.22,-0.0234745,1.32676,0.0693466,1.28272
49.23,-0.021563,1.32593,0.072032,1.28211
49.24,-0.019383,1.32516,0.074912,1.28164
49.25,-0.0169596,1.32447,0.0773687,1.28104
49.26,-0.0143593,1.32386,0.0799924,1.28052
49.27,-0.0116626,1.32333,0.0827062,1.28008
49.28,-0.00895195,1.32282,0.0854307,1.27966
49.29,-0.00628023,1.32227,0.0881244,1.27922
49.3,-0.00364587,1.32168,0.0907856,1.27874
49.31,-0.00104121,1.32104,0.0934239,1.27821
49.32,0.00151286,1.32034,0.0960093,1.27763
49.33,0.00399131,1.31957,0.0985034,1.27697
49.34,0.00637766,1.31871,0.100877,1.27621
49.35,0.00867116,1.31775,0.103133,1.27535
49.36,0.0108866,1.31673,0.105272,1.27441
49.37,0.0130505,1.31569,0.107329,1.27346
49.38,0.015179,1.31466,0.109319,1.27251
49.39,0.0171526,1.31375,0.111134,1.27166
49.4,0.0189158,1.31304,0.112716,1.271
49.41,0.0205121,1.31248,0.114115,1.27052
49.42,0.02202,1.31201,0.115442,1.27017
49.43,0.0235952,1.31168,0.116941,1.27014
49.44,0.0253292,1.31154,0.118723,1.2703
49.45,0.0272525,1.31159,0.120664,1.27045
49.46,0.0293327,1.3118,0.122761,1.27075
49.47,0.0314865,1.31211,0.124933,1.27114
49.48,0.0336381,1.31248,0.127105,1.27158
49.49,0.0357552,1.31285,0.129248,1.272
49.5,0.0378576,1.31321,0.131399,1.2724
49.51,0.0399586,1.31356,0.133617,1.27277
49.52,0.0420487,1.31387,0.1359,1.2731
49.53,0.0440968,1.31411,0.138164,1.27337
49.54,0.0460425,1.31429,0.140306,1.27357
49.55,0.0478317,1.31443,0.142263,1.27371
49.56,0.0494413,1.31454,0.144004,1.27382
49.57,0.0508489,1.3146,0.145495,1.27387
49.58,0.0520879,1.31446,0.146736,1.27371
49.59,0.0533795,1.31407,0.147942,1.2733
49.6,0.0548839,1.3135,0.149319,1.2727
49.61,0.0564945,1.31281,0.150851,1.27197
49.62,0.0582391,1.31209,0.152785,1.27128
49.63,0.060216,1.31143,0.155499,1.2709
49.64,0.0624541,1.31085,0.158397,1.27067
49.65,0.064928,1.31038,0.160899,1.27027
49.66,0.0675709,1.31,0.163561,1.26997
49.67,0.0703036,1.30971,0.166306,1.26975
49.68,0.0730491,1.30943,0.169059,1.26956
49.69,0.0757582,1.30912,0.171778,1.26935
49.7,0.0784338,1.30876,0.174469,1.26909
49.71,0.0810837,1.30835,0.177138,1.2688
49.72,0.0836877,1.30789,0.179758,1.26844
49.73,0.0862229,1.30734,0.1823,1.268
49.74,0.0886749,1.30669,0.184736,1.26745
49.75,0.0910426,1.30593,0.187062,1.26679
49.76,0.0933384,1.30511,0.189286,1.26606
49.77,0.0955854,1.30426,0.191425,1.26531
49.78,0.0977959,1.30342,0.193496,1.26456
49.79,0.0998414,1.30268,0.195383,1.26389
49.8,0.10166,1.30213,0.19702,1.2634
49.81,0.103272,1.30168,0.198431,1.26303
49.82,0.104797,1.30131,0.199769,1.26281
49.83,0.106382,1.3011,0.201253,1.26292
49.84,0.10811,1.30109,0.202982,1.26319
49.85,0.110009,1.30128,0.204878,1.26347
