t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
26.82,-0.00246399,0.0182874,0.00337967,0.0237376,-0.00326795,0.00273938,0
26.83,0.00244744,0.0182692,0.00337192,0.0237157,-0.00328888,0.00273873,0
26.84,0.00381926,0.0178804,0.00336389,0.0238063,-0.0033437,0.00273842,0
26.85,-1.69255e-05,0.0171498,0.00335696,0.0239926,-0.00333729,0.00273844,0
26.86,-0.00369361,0.0168582,0.00335118,0.0242005,-0.00334853,0.00273844,0
26.87,-0.0123188,0.0168361,0.00334655,0.0243853,-0.00334854,0.00273842,0
26.88,-0.0233996,0.0168516,0.00334204,0.0245278,-0.00334868,0.00273837,0
26.89,-0.0314092,0.016925,0.00333602,0.0245832,-0.00331921,0.00273829,0
26.9,-0.0337763,0.0170559,0.00333037,0.024548,-0.0033018,0.00273817,0
26.91,-0.0307897,0.0171833,0.00332532,0.0244891,-0.00328563,0.00273801,0
26.92,-0.0211704,0.0172634,0.00332074,0.0244759,-0.00332198,0.00273781,0
26.93,-0.0100421,0.0174525,0.0033168,0.0245427,-0.00334274,0.00273756,0
26.94,-0.0089525,0.0180836,0.00331255,0.0246564,-0.00336591,0.00273727,0
26.95,-0.0101268,0.0189221,0.003308,0.0247683,-0.00338199,0.00273692,0
26.96,-0.0132435,0.0192004,0.00330282,0.024853,-0.00337221,0.00273652,0
26.97,-0.0122555,0.0190931,0.0032961,0.0249093,-0.00334629,0.00273607,0
26.98,0.00328232,0.019015,0.00328849,0.0248245,-0.00335511,0.00273558,0
26.99,0.0243395,0.0189955,0.00328072,0.0244758,-0.00330997,0.00273504,0
27,0.0216947,0.0189924,0.00327225,0.0240826,-0.00327388,0.00273448,0
27.01,0.00248057,0.0189928,0.00326353,0.0238176,-0.00321931,0.00273389,0
27.02,-0.0122489,0.0190345,0.00325483,0.0237027,-0.00319985,0.00273327,0
27.03,-0.0196166,0.0192193,0.00324587,0.0236905,-0.0032027,0.00273264,0
27.04,-0.0198132,0.0193462,0.00323686,0.0237894,-0.00326873,0.00273234,0
27.05,-0.0209019,0.0193711,0.00322821,0.0239866,-0.00328344,0.00273237,0
27.06,-0.0176071,0.0198134,0.00322042,0.0242069,-0.00326123,0.00273237,0
27.07,-0.00825927,0.0202851,0.00321407,0.0244089,-0.00323517,0.00273236,0
27.08,0.00139434,0.0205287,0.00320889,0.0245652,-0.00319124,0.00273232,0
27.09,0.00925104,0.0206497,0.00320334,0.0246237,-0.00316653,0.00273225,0
27.1,0.0122159,0.0207767,0.00319861,0.0245914,-0.00316305,0.00273215,0
27.11,0.00831268,0.0209368,0.00319431,0.0245324,-0.00315704,0.00273201,0
27.12,-0.0018571,0.0210726,0.00318997,0.0245189,-0.00319881,0.00273184,0
27.13,-0.0118248,0.0209923,0.00318547,0.0245909,-0.00319869,0.00273162,0
27.14,-0.0153201,0.0206944,0.00318121,0.0247171,-0.00320588,0.00273136,0
27.15,-0.0164275,0.0203982,0.00317724,0.024846,-0.00319791,0.00273105,0
27.16,-0.0131511,0.0199112,0.00317297,0.0249491,-0.00320353,0.00273069,0
27.17,-0.0133182,0.019582,0.00316814,0.0250264,-0.003221,0.00273028,0
27.18,-0.0297407,0.0195942,0.00316262,0.024925,-0.00321716,0.00272982,0
27.19,-0.0493099,0.0197193,0.00315791,0.0245396,-0.00316488,0.00272933,0
27.2,-0.0458227,0.0198274,0.00315322,0.0241111,-0.00313312,0.0027288,0
27.21,-0.0266964,0.0198727,0.00314829,0.0238287,-0.00307672,0.00272823,0
27.22,-0.00928486,0.0198398,0.00314353,0.0237077,-0.00303259,0.00272764,0
27.23,-0.00329315,0.0198147,0.00313919,0.0236911,-0.00304696,0.00272703,0
27.24,-0.00347284,0.0197766,0.00313528,0.0237866,-0.00306484,0.00272673,0
27.25,-0.00409044,0.0196193,0.00313159,0.0239827,-0.00305602,0.00272676,0
27.26,-0.00808733,0.0197186,0.00312918,0.0241969,-0.00306199,0.00272676,0
27.27,-0.0157,0.0197819,0.00312763,0.0243966,-0.00303479,0.00272675,0
27.28,-0.0257531,0.0196518,0.00312648,0.0245453,-0.00302441,0.0027267,0
27.29,-0.0342676,0.0194617,0.00312508,0.0245972,-0.00300035,0.00272662,0
27.3,-0.0395623,0.01925,0.00312334,0.0245583,-0.00295097,0.00272651,0
27.31,-0.0363551,0.0190553,0.00312172,0.0244913,-0.00294971,0.00272636,0
27.32,-0.0260849,0.0189594,0.00312083,0.0244751,-0.00300236,0.00272618,0
27.33,-0.017423,0.018982,0.00312083,0.024542,-0.003026,0.00272595,0
27.34,-0.0158824,0.0194115,0.00312103,0.0246575,-0.00307653,0.00272567,0
27.35,-0.0175107,0.0201947,0.00311976,0.0247751,-0.00313162,0.00272534,0
27.36,-0.0188835,0.0205255,0.00311748,0.024865,-0.00313359,0.00272496,0
27.37,-0.0169614,0.0205659,0.00311438,0.0249247,-0.00313284,0.00272454,0
27.38,-0.00126218,0.0205511,0.00311081,0.0248333,-0.00312628,0.00272407,0
27.39,0.0192973,0.0204907,0.0031082,0.0244662,-0.00311797,0.00272357,0
27.4,0.0173145,0.0203763,0.00310577,0.024056,-0.00310325,0.00272303,0
27.41,0.00104341,0.0202641,0.00310335,0.0237814,-0.0030765,0.00272248,0
27.42,-0.0135503,0.0202032,0.00310077,0.023665,-0.00305773,0.0027219,0
27.43,-0.018519,0.0200847,0.00309737,0.0236537,-0.00309204,0.0027213,0
27.44,-0.0184677,0.0195461,0.0030949,0.0237561,-0.00314758,0.00272102,0
27.45,-0.0154423,0.0186547,0.00309304,0.0239622,-0.00315993,0.00272104,0
27.46,-0.0140606,0.0182994,0.00309165,0.0241853,-0.0031376,0.00272105,0
27.47,-0.00248597,0.0183693,0.00309133,0.024394,-0.00313474,0.00272104,0
27.48,0.00826738,0.0184345,0.00309156,0.0245465,-0.00316131,0.00272101,0
27.49,0.0165221,0.0184507,0.00309201,0.0246111,-0.00312913,0.00272094,0
27.5,0.0204042,0.0184488,0.00309309,0.0245777,-0.00311837,0.00272085,0
27.51,0.0168994,0.0184319,0.00309462,0.0245179,-0.00311608,0.00272072,0
27.52,0.00695724,0.0183637,0.00309575,0.0245039,-0.00313418,0.00272056,0
27.53,0.000950887,0.0181824,0.00309693,0.0245796,-0.00317404,0.00272036,0
27.54,-0.00219031,0.0181647,0.00309766,0.024709,-0.00316668,0.00272012,0
27.55,0.00161668,0.0183021,0.00309849,0.0248431,-0.0031919,0.00271982,0
27.56,0.00231405,0.0179482,0.00309871,0.0249469,-0.00319713,0.00271948,0
27.57,0.00245232,0.0174429,0.00309793,0.0250243,-0.00320975,0.0027191,0
27.58,-0.0182101,0.017158,0.00309574,0.0249219,-0.00320526,0.00271867,0
27.59,-0.0400297,0.0170187,0.00309371,0.024525,-0.00315168,0.0027182,0
27.6,-0.0358358,0.0168695,0.00309072,0.0240839,-0.00306455,0.0027177,0
27.61,-0.0160763,0.0166746,0.00308654,0.0237915,-0.0030314,0.00271717,0
27.62,-0.00087177,0.0164755,0.00308203,0.0236679,-0.00300881,0.00271661,0
27.63,0.00863389,0.0164727,0.00307729,0.0236526,-0.00302367,0.00271603,0
27.64,0.00650409,0.0166746,0.00307238,0.0237558,-0.00308551,0.00271576,0
27.65,0.00339433,0.0169153,0.00306804,0.0239556,-0.00309112,0.00271578,0
27.66,-0.000279002,0.0174181,0.00306406,0.0241793,-0.00308373,0.00271579,0
27.67,-0.00946308,0.0177271,0.00306067,0.024384,-0.00307715,0.00271578,0
27.68,-0.0196715,0.0176813,0.00305757,0.0245336,-0.00307892,0.00271573,0
27.69,-0.0261233,0.0175346,0.00305386,0.0245899,-0.00306826,0.00271566,0
27.7,-0.0285487,0.0173938,0.00305047,0.0245502,-0.00305358,0.00271556,0
27.71,-0.0265295,0.0173344,0.00304788,0.0244824,-0.00303718,0.00271542,0
27.72,-0.0159411,0.0173303,0.00304607,0.0244653,-0.00302491,0.00271525,0
27.73,-0.00768363,0.0173369,0.00304406,0.0245346,-0.00308633,0.00271503,0
27.74,-0.0051043,0.0175282,0.00304107,0.0246543,-0.00310342,0.00271477,0
27.75,-0.00211051,0.0179072,0.00303777,0.024776,-0.00313072,0.00271446,0
27.76,-0.000993903,0.0179789,0.00303387,0.0248648,-0.00310622,0.00271411,0
27.77,-9.18058e-05,0.0179188,0.00302946,0.02493,-0.00310077,0.00271371,0
27.78,0.0175815,0.0179285,0.00302422,0.0248321,-0.00306895,0.00271327,0
27.79,0.0389434,0.0179658,0.00302,0.0244541,-0.003039,0.00271279,0
27.8,0.0370782,0.017989,0.00301618,0.0240336,-0.00298715,0.00271229,0
27.81,0.0209446,0.0179937,0.00301187,0.0237533,-0.00294123,0.00271176,0
27.82,0.00258266,0.0179961,0.00300666,0.0236341,-0.0028971,0.00271121,0
27.83,-0.00388385,0.018049,0.00300111,0.0236244,-0.00290652,0.00271065,0
27.84,-0.00454524,0.0178477,0.00299634,0.0237326,-0.00296764,0.00271038,0
27.85,-0.00334395,0.0174462,0.00299355,0.023944,-0.00292772,0.00271041,0
27.86,-0.000656062,0.017593,0.0029919,0.0241799,-0.00289974,0.00271042,0
27.87,0.00749719,0.0179339,0.00299073,0.024396,-0.00289406,0.00271041,0
27.88,0.0168049,0.0180839,0.00298987,0.0245551,-0.00288259,0.00271038,0
27.89,0.0258051,0.0181213,0.00298815,0.0246165,-0.00289023,0.00271032,0
27.9,0.0318204,0.0181591,0.00298634,0.0245846,-0.00287832,0.00271024,0
27.91,0.028265,0.0182047,0.00298457,0.0245173,-0.00289314,0.00271012,0
27.92,0.0189458,0.0182416,0.00298249,0.0245022,-0.00289601,0.00270997,0
27.93,0.00964109,0.0181475,0.00298063,0.0245782,-0.00292149,0.00270978,0
27.94,0.00709305,0.0181486,0.00297813,0.0247117,-0.00296181,0.00270955,0
27.95,0.00893221,0.0182793,0.00297501,0.0248504,-0.00299954,0.00270928,0
27.96,0.0120407,0.0180708,0.00297148,0.0249599,-0.00305588,0.00270896,0
27.97,0.00661356,0.0178131,0.00296701,0.0250388,-0.0030476,0.00270859,0
27.98,-0.0105411,0.0177909,0.00296199,0.0249282,-0.00303955,0.00270819,0
27.99,-0.0295771,0.0178627,0.00295713,0.0245159,-0.00297185,0.00270775,0
28,-0.0298206,0.0179227,0.00295221,0.0240656,-0.0029403,0.00270727,0
28.01,-0.0136361,0.0179526,0.0029472,0.0237641,-0.00291383,0.00270677,0
28.02,0.0024741,0.0179562,0.00294254,0.0236376,-0.00287207,0.00270625,0
28.03,0.00770177,0.0179776,0.00293752,0.0236251,-0.00292741,0.0027057,0
28.04,0.00850156,0.0177425,0.00293342,0.0237333,-0.00299648,0.00270544,0
28.05,0.00512701,0.0172745,0.00293022,0.0239426,-0.00299809,0.00270546,0
28.06,0.00095873,0.0172829,0.00292791,0.0241744,-0.0029704,0.00270547,0
28.07,-0.00813712,0.0175891,0.00292646,0.024381,-0.00294666,0.00270546,0
28.08,-0.0177054,0.0177604,0.00292589,0.0245388,-0.00295049,0.00270542,0
28.09,-0.0279647,0.0177976,0.0029242,0.0246009,-0.00295333,0.00270536,0
28.1,-0.0332281,0.017816,0.00292246,0.0245588,-0.00295761,0.00270527,0
28.11,-0.0299292,0.0178456,0.00292164,0.0244879,-0.0029653,0.00270514,0
28.12,-0.0220513,0.0179008,0.0029208,0.0244718,-0.00295308,0.00270497,0
28.13,-0.0128733,0.0178381,0.0029202,0.0245436,-0.00296949,0.00270477,0
28.14,-0.0102979,0.0177484,0.00291888,0.0246719,-0.00297804,0.00270452,0
28.15,-0.00924192,0.0176638,0.00291651,0.0247997,-0.00300656,0.00270423,0
28.16,-0.00925904,0.0172364,0.00291376,0.024891,-0.00298302,0.0027039,0
28.17,-0.0084148,0.0168942,0.00291058,0.0249498,-0.00298196,0.00270352,0
28.18,0.0116431,0.0168679,0.00290697,0.0248428,-0.00296455,0.0027031,0
28.19,0.0318632,0.0170111,0.00290379,0.0244463,-0.00292683,0.00270265,0
28.2,0.0271953,0.0171394,0.00290033,0.0240036,-0.00288059,0.00270217,0
28.21,0.00956325,0.0172055,0.00289577,0.0237149,-0.00282061,0.00270167,1
28.22,-0.00643108,0.0171944,0.00289048,0.0235959,-0.00278864,0.00270115,1
28.23,-0.0132425,0.0171821,0.00288502,0.0235864,-0.00281814,0.00270062,1
28.24,-0.0118069,0.0169972,0.00288075,0.0236995,-0.00287497,0.00270037,1
28.25,-0.00886189,0.0166414,0.00287717,0.0239089,-0.002885,0.0027004,1
28.26,-0.0041414,0.0166431,0.00287391,0.0241383,-0.00288755,0.00270041,1
28.27,0.00584356,0.0167814,0.00287114,0.0243493,-0.00288142,0.00270041,1
28.28,0.0152572,0.016785,0.00286902,0.0245058,-0.00284015,0.00270038,1
28.29,0.0256205,0.0167448,0.00286533,0.024567,-0.00286071,0.00270033,1
28.3,0.0305605,0.0167294,0.00286086,0.0245257,-0.00285454,0.00270025,1
28.31,0.028844,0.0167284,0.00285626,0.0244602,-0.00285081,0.00270014,1
28.32,0.0226808,0.0167416,0.00285178,0.0244517,-0.00287188,0.0027,1
28.33,0.0120748,0.0168001,0.00284733,0.0245271,-0.00286214,0.00269982,1
28.34,0.00790567,0.017247,0.00284252,0.0246442,-0.0028479,0.0026996,1
28.35,0.00663887,0.0177049,0.00283691,0.0247509,-0.00286464,0.00269934,1
28.36,0.0093436,0.0175958,0.00283091,0.0248284,-0.00286537,0.00269903,1
28.37,0.010403,0.0172511,0.00282459,0.0248914,-0.00286323,0.00269868,1
28.38,-0.00602083,0.0170782,0.00281834,0.0248112,-0.00283482,0.0026983,1
28.39,-0.0256221,0.017003,0.002813,0.0244372,-0.00278448,0.00269787,1
28.4,-0.0221273,0.0169583,0.00280771,0.0240084,-0.00275713,0.00269741,1
28.41,-0.00646895,0.0169393,0.00280193,0.023718,-0.00271917,0.00269693,1
28.42,0.00875719,0.0169694,0.00279691,0.0235997,-0.00271158,0.00269642,1
28.43,0.0169952,0.0172601,0.00279181,0.0235941,-0.00273708,0.00269589,1
28.44,0.0176948,0.0175473,0.00278709,0.0237166,-0.00280284,0.00269564,1
28.45,0.0156683,0.0177091,0.00278308,0.023942,-0.00279376,0.00269567,1
28.46,0.0132999,0.0182317,0.00278029,0.0241923,-0.00279251,0.00269568,1
28.47,0.00171093,0.0187352,0.0027791,0.0244233,-0.00276404,0.00269567,1
28.48,-0.00619674,0.0189596,0.00277765,0.0245941,-0.0027846,0.00269564,1
28.49,-0.0183889,0.0190185,0.00277486,0.0246594,-0.00277788,0.00269557,1
28.5,-0.0223684,0.0190803,0.00277152,0.0246216,-0.0027751,0.00269548,1
28.51,-0.0211514,0.0192215,0.00276775,0.0245736,-0.00275465,0.00269536,1
28.52,-0.0104834,0.0193996,0.00276381,0.0245911,-0.00276874,0.0026952,1
28.53,-0.00234235,0.0194411,0.00276034,0.0246852,-0.00277066,0.00269499,1
28.54,0.00295183,0.0192639,0.0027565,0.0248139,-0.00278536,0.00269474,1
28.55,0.00342304,0.0189946,0.00275191,0.024923,-0.00277314,0.00269445,1
28.56,0.00443129,0.0185424,0.00274645,0.0249846,-0.00273788,0.00269411,1
28.57,0.00843339,0.0181906,0.00274113,0.0250084,-0.00272345,0.00269373,1
28.58,0.0260631,0.0181455,0.00273552,0.0248551,-0.00271154,0.0026933,1
28.59,0.0429758,0.0182928,0.00273079,0.0244193,-0.00268991,0.00269285,1
28.6,0.0365539,0.0184153,0.00272589,0.0239609,-0.00266803,0.00269236,1
28.61,0.0180241,0.0184662,0.00271993,0.0236725,-0.00265412,0.00269185,1
28.62,-6.767e-05,0.0184348,0.0027142,0.0235526,-0.00263929,0.00269132,1
28.63,-0.00241866,0.0184156,0.00270922,0.0235357,-0.00267145,0.00269077,1
28.64,0.00158788,0.0183557,0.00270512,0.0236272,-0.00273235,0.00269051,1
28.65,0.00643934,0.0182272,0.00270181,0.0238127,-0.0027214,0.00269054,1
28.66,0.0083085,0.0183595,0.00269881,0.0240204,-0.00273812,0.00269055,1
28.67,0.0168393,0.0184495,0.00269615,0.0242086,-0.0027255,0.00269054,1
28.68,0.0289671,0.0183656,0.0026938,0.0243414,-0.00272863,0.00269051,1
28.69,0.0340589,0.0181991,0.00269035,0.0243843,-0.0027072,0.00269046,1
28.7,0.0372287,0.0180661,0.00268629,0.0243426,-0.0027256,0.00269037,1
28.71,0.0347597,0.0179576,0.00268225,0.024292,-0.00274211,0.00269025,1
28.72,0.0262352,0.0179318,0.00267837,0.0242947,-0.00273862,0.0026901,1
28.73,0.0188959,0.0181149,0.00267486,0.0243644,-0.00271623,0.0026899,1
28.74,0.0161156,0.0187861,0.00267075,0.0244573,-0.00270527,0.00268966,1
28.75,0.0163664,0.0196457,0.00266625,0.0245339,-0.00270556,0.00268937,1
28.76,0.0194184,0.0198292,0.0026614,0.0245885,-0.00268206,0.00268903,1
28.77,0.0175163,0.0197403,0.00265632,0.0246482,-0.00267347,0.00268864,1
28.78,0.00353314,0.0197195,0.00265226,0.0246227,-0.00266113,0.00268821,1
28.79,-0.0163303,0.0197197,0.00265138,0.0243235,-0.00264606,0.00268773,1
28.8,-0.0141108,0.019731,0.00265127,0.0239444,-0.0025935,0.00268722,1
28.81,0.000549172,0.0197726,0.00265194,0.0236793,-0.00257169,0.00268668,1
28.82,0.0127683,0.0198578,0.0026529,0.0235685,-0.00257869,0.00268611,1
28.83,0.0192943,0.0200129,0.00265344,0.0235715,-0.00260303,0.00268551,1
28.84,0.0174088,0.0198174,0.00265403,0.0237018,-0.00263381,0.00268522,1
28.85,0.0151573,0.01949,0.00265582,0.0239391,-0.00258971,0.00268525,1
28.86,0.00961843,0.0196048,0.00265867,0.0242038,-0.00256691,0.00268525,1
28.87,0.00395736,0.0199618,0.00266246,0.0244482,-0.00259308,0.00268523,1
28.88,-0.00729582,0.0202409,0.00266635,0.0246225,-0.00261741,0.00268519,1
28.89,-0.0183185,0.0204295,0.00266906,0.0246959,-0.00260305,0.00268511,1
28.9,-0.0234403,0.0205963,0.00267156,0.0246764,-0.00259814,0.00268499,1
28.91,-0.0183831,0.0207426,0.00267418,0.0246505,-0.00258595,0.00268484,1
28.92,-0.00683528,0.0208537,0.00267633,0.0246955,-0.00259359,0.00268464,1
28.93,0.00235616,0.020701,0.0026788,0.0248202,-0.00260498,0.00268439,1
28.94,0.00466719,0.020237,0.00268119,0.0249662,-0.00260429,0.00268408,1
28.95,0.00609026,0.0197528,0.002683,0.0250669,-0.00260136,0.00268372,1
28.96,0.00517052,0.0191244,0.00268447,0.0251116,-0.00259985,0.0026833,1
28.97,0.00964086,0.0186387,0.00268478,0.0251029,-0.00260944,0.00268283,1
28.98,0.0286212,0.0184169,0.00268539,0.024884,-0.00258898,0.0026823,1
28.99,0.0465845,0.0183763,0.00268751,0.024393,-0.00257714,0.00268173,1
29,0.0392565,0.0183084,0.00269023,0.0239102,-0.00253221,0.00268113,1
29.01,0.0175977,0.0181488,0.00269294,0.0236201,-0.00250978,0.00268049,1
29.02,0.0021679,0.017955,0.00269537,0.0234974,-0.00252963,0.00267982,1
29.03,-0.00164877,0.0178706,0.00269804,0.0234713,-0.00266882,0.00267913,1
29.04,0.00351442,0.0179769,0.00270119,0.0235458,-0.00278327,0.0026788,1
29.05,0.00857748,0.0181399,0.00270443,0.0237169,-0.00278735,0.00267882,1
29.06,0.0107594,0.0184849,0.00270842,0.0239099,-0.00278291,0.00267882,1
29.07,0.0195757,0.0186709,0.0027122,0.0240898,-0.00276523,0.0026788,1
29.08,0.0275997,0.0185987,0.00271613,0.0242258,-0.00274124,0.00267875,1
29.09,0.0320625,0.0184049,0.00271948,0.02428,-0.00275254,0.00267866,1
29.1,0.0339872,0.0182569,0.00272302,0.0242556,-0.00278485,0.00267853,1
29.11,0.0299913,0.0181883,0.00272748,0.0242226,-0.00280802,0.00267836,1
29.12,0.0257013,0.0182053,0.0027318,0.0242442,-0.00282887,0.00267814,1
29.13,0.0198055,0.0184245,0.00273494,0.024318,-0.00284057,0.00267786,1
29.14,0.0192039,0.0190338,0.00273805,0.0244035,-0.00285193,0.00267753,1
29.15,0.0185971,0.019781,0.00274081,0.024473,-0.00285278,0.00267712,1
29.16,0.0190213,0.0199374,0.00274281,0.0245225,-0.00284158,0.00267665,1
29.17,0.0198532,0.0198854,0.00274488,0.0245907,-0.00284456,0.00267612,1
29.18,0.00381283,0.0198795,0.0027488,0.024584,-0.00285326,0.00267552,1
29.19,-0.0160104,0.0198811,0.00275774,0.0243114,-0.00280241,0.00267487,1
29.2,-0.015604,0.0199028,0.0027679,0.0239454,-0.00279365,0.00267416,1
29.21,-0.0022066,0.0199709,0.00277785,0.0236781,-0.00278264,0.00267341,1
29.22,0.00995115,0.0201049,0.00278761,0.0235594,-0.00274299,0.00267262,1
29.23,0.0141025,0.0202516,0.00279689,0.0235594,-0.00277216,0.00267179,1
29.24,0.0120592,0.020017,0.00280626,0.0236903,-0.00283891,0.00267138,1
29.25,0.00786319,0.0195748,0.00281686,0.0239346,-0.00283733,0.00267139,1
29.26,0.00257526,0.0197044,0.00282858,0.0242068,-0.00281422,0.00267138,1
29.27,-0.00190458,0.0200543,0.0028405,0.0244559,-0.00280084,0.00267133,1
29.28,-0.00970034,0.0202704,0.00285185,0.0246406,-0.00281755,0.00267124,1
29.29,-0.0215936,0.020405,0.00286064,0.0247113,-0.00280019,0.00267111,1
29.3,-0.0265913,0.0204889,0.0028698,0.0246978,-0.00277663,0.00267093,1
29.31,-0.0250269,0.0205496,0.00287934,0.024691,-0.00278731,0.00267069,1
29.32,-0.0136136,0.0205987,0.00288926,0.0247671,-0.00278513,0.00267038,1
29.33,-0.00477311,0.0204137,0.00289955,0.0249163,-0.00278127,0.00267,1
29.34,0.00179317,0.0200145,0.00290956,0.0250754,-0.00280044,0.00266954,1
29.35,0.00425371,0.0196119,0.00291843,0.0251909,-0.00281118,0.002669,1
29.36,0.00735338,0.0191097,0.00292627,0.0252246,-0.00279166,0.00266838,1
29.37,0.0135376,0.0186934,0.00293341,0.0251852,-0.00279176,0.00266767,1
29.38,0.0283136,0.018512,0.00294089,0.0249064,-0.00276376,0.00266689,1
29.39,0.0437177,0.0185487,0.00295059,0.0243694,-0.00275836,0.00266604,1
29.4,0.0382962,0.0185314,0.00296098,0.0238672,-0.00271702,0.00266514,1
29.41,0.0162284,0.0184394,0.00297166,0.0235747,-0.00267898,0.00266418,1
29.42,0.00159933,0.0182934,0.00298227,0.0234387,-0.00272855,0.00266318,1
29.43,0.00266158,0.0181879,0.0029929,0.0233913,-0.0029214,0.00266215,1
29.44,0.00599207,0.0181836,0.00300325,0.0234496,-0.00310311,0.00266163,1
29.45,0.0119177,0.0181394,0.00301441,0.0236049,-0.00307517,0.00266164,1
29.46,0.0144173,0.0182014,0.00302584,0.0237836,-0.00308214,0.00266162,1
29.47,0.0220319,0.0182267,0.00303825,0.023956,-0.00306039,0.00266155,1
29.48,0.0286816,0.0181637,0.00305079,0.0240873,-0.00303787,0.00266144,1
29.49,0.0331994,0.0180888,0.00306246,0.0241386,-0.00306903,0.00266128,1
29.5,0.0341069,0.0180834,0.00307326,0.0241193,-0.00310217,0.00266106,1
29.51,0.0316041,0.0181838,0.00308412,0.0240969,-0.00308226,0.00266078,1
29.52,0.0244746,0.0183927,0.00309528,0.0241142,-0.00312916,0.00266041,1
29.53,0.0187635,0.0189026,0.0031057,0.0241765,-0.00314638,0.00265996,1
29.54,0.0159476,0.019928,0.00311555,0.02425,-0.00318573,0.00265942,1
29.55,0.0138898,0.0209377,0.00312572,0.0243099,-0.00323577,0.00265877,1
29.56,0.0167214,0.021124,0.00313564,0.0243613,-0.00324046,0.00265802,1
29.57,0.0175231,0.020996,0.00314661,0.0244374,-0.00325537,0.00265717,1
29.58,0.0045294,0.0209572,0.00316171,0.0244587,-0.00323536,0.00265622,1
29.59,-0.0164893,0.0209787,0.00318535,0.0242199,-0.00321284,0.00265519,1
29.6,-0.0147232,0.0210638,0.0032106,0.0238676,-0.0031866,0.00265407,1
29.61,-0.00191529,0.0211644,0.00323527,0.0235984,-0.00317869,0.00265289,1
29.62,0.0102527,0.0212879,0.00326002,0.0234813,-0.00317781,0.00265165,1
29.63,0.0208898,0.0213871,0.00328468,0.0234785,-0.00324074,0.00265034,1
29.64,0.0195568,0.0212011,0.00330927,0.0236087,-0.00334944,0.00264968,1
29.65,0.0155041,0.0208998,0.00333408,0.0238492,-0.0033567,0.00264968,1
29.66,0.011113,0.0211333,0.00335994,0.0241183,-0.00335442,0.00264963,1
29.67,0.00755413,0.0215351,0.00338644,0.0243698,-0.00335788,0.00264953,1
29.68,-0.00311956,0.0218305,0.00341131,0.0245575,-0.00334962,0.00264937,1
29.69,-0.0124794,0.0220755,0.00343256,0.0246423,-0.00332601,0.00264913,1
29.7,-0.0166028,0.0222926,0.0034532,0.024641,-0.00335794,0.00264882,1
29.71,-0.0123838,0.0224725,0.00347431,0.0246507,-0.00335347,0.00264843,1
29.72,-0.00286768,0.0225885,0.00349511,0.024747,-0.00337381,0.00264793,1
29.73,0.00658857,0.0224909,0.00351612,0.0249207,-0.00339007,0.00264731,1
29.74,0.0093708,0.0220865,0.0035369,0.0250997,-0.00338471,0.00264656,1
29.75,0.0120476,0.0215978,0.00355598,0.0252195,-0.00337217,0.00264569,1
29.76,0.0169007,0.0210834,0.0035736,0.0252653,-0.00337359,0.00264469,1
29.77,0.0236895,0.0207555,0.00359096,0.0252074,-0.00335381,0.00264356,1
29.78,0.0409974,0.0207461,0.00360808,0.0248658,-0.0033178,0.00264231,1
29.79,0.0526803,0.0209631,0.00362699,0.0242749,-0.00331448,0.00264095,1
29.8,0.0449038,0.0212086,0.00364582,0.0237497,-0.00329026,0.00263951,1
29.81,0.0174133,0.0213833,0.00366403,0.023443,-0.00329195,0.00263799,1
29.82,0.00405905,0.0213889,0.00368188,0.0232948,-0.00342859,0.00263641,1
29.83,0.00381872,0.0213712,0.00369947,0.0232284,-0.00372753,0.00263476,1
29.84,0.010699,0.0213416,0.00371655,0.0232714,-0.0040035,0.00263393,1
29.85,0.0153835,0.0212291,0.00373316,0.023411,-0.00398075,0.00263391,1
29.86,0.0153427,0.0212221,0.00374968,0.0235737,-0.00396682,0.00263385,1
29.87,0.0212753,0.0212155,0.00376614,0.0237394,-0.00397602,0.00263372,1
29.88,0.0278493,0.0211181,0.00378182,0.0238731,-0.00396645,0.00263352,1
29.89,0.0336349,0.020965,0.003795,0.0239318,-0.00397089,0.00263324,1
29.9,0.0368354,0.020926,0.00380716,0.0239207,-0.00396757,0.00263286,1
29.91,0.0334114,0.0210206,0.00381896,0.0239093,-0.00401806,0.00263239,1
29.92,0.0264995,0.0212776,0.00383077,0.0239295,-0.00403093,0.00263179,1
29.93,0.0237836,0.0219602,0.0038419,0.0239822,-0.00404606,0.00263104,1
29.94,0.0231588,0.0233221,0.00385218,0.0240408,-0.00407866,0.00263015,1
29.95,0.0236831,0.0246042,0.00386062,0.0240853,-0.00408862,0.0026291,1
29.96,0.0241125,0.0251109,0.00386828,0.0241347,-0.00409028,0.00262789,1
29.97,0.0242173,0.025175,0.00387683,0.0242171,-0.00408988,0.00262653,1
29.98,0.0103009,0.0251915,0.00389096,0.0242642,-0.00407599,0.00262501,1
29.99,-0.00915088,0.0252221,0.00391698,0.0240494,-0.0040621,0.00262337,1
30,-0.00988351,0.0253408,0.00394525,0.023713,-0.0040056,0.0026216,1
30.01,0.00387693,0.0255217,0.00397316,0.023449,-0.00398602,0.00261973,1
30.02,0.0164243,0.0257331,0.0040007,0.0233259,-0.00398647,0.00261778,1
30.03,0.0243401,0.025798,0.00402811,0.023317,-0.00403673,0.00261573,1
30.04,0.0288383,0.0255631,0.00405616,0.0234412,-0.00413191,0.00261468,1
