t,roll_err_deg,roll_err_rms_deg,bay_err_rms,roll_sigma_deg,bay_err,bay_sigma,turning
56.2,0.0102802,0.0123307,0.00109657,0.0194713,0.00108632,0.00155369,0
56.21,0.00216656,0.0123375,0.00109807,0.0192407,0.00107376,0.00155378,0
56.22,-0.00557363,0.0122959,0.00109958,0.0190819,0.00110709,0.00155387,0
56.23,-0.00774864,0.0123135,0.00110096,0.019022,0.00115159,0.00155396,0
56.24,-0.00411867,0.0122972,0.00110252,0.0190931,0.00111707,0.00155405,0
56.25,0.00265302,0.0120788,0.00110411,0.0193203,0.00112758,0.00155414,0
56.26,0.00601779,0.0120006,0.00110614,0.0196271,0.00112648,0.00155423,0
56.27,0.0090803,0.0121063,0.00110817,0.0199884,0.00112559,0.00155433,0
56.28,0.0155489,0.0121635,0.00111054,0.0203383,0.00116489,0.00155442,0
56.29,0.0184115,0.0121516,0.0011129,0.020601,0.00119907,0.00155451,0
56.3,0.0220544,0.012089,0.00111478,0.0207799,0.00120343,0.0015546,0
56.31,0.0193096,0.0120192,0.00111642,0.0208597,0.00120164,0.0015547,0
56.32,0.0143006,0.0119512,0.00111809,0.0208903,0.00120786,0.00155479,0
56.33,0.00813897,0.0118317,0.00112029,0.0208691,0.00121406,0.00155488,0
56.34,0.00254938,0.0116769,0.00112268,0.0207678,0.00120417,0.00155497,0
56.35,-0.00300237,0.0115497,0.00112447,0.0206011,0.00119387,0.00155506,0
56.36,-0.00862227,0.0112499,0.00112596,0.0204101,0.00118201,0.00155515,0
56.37,-0.00921084,0.0109657,0.00112801,0.0202542,0.00117989,0.00155524,0
56.38,-0.0114534,0.0108532,0.00112969,0.0201751,0.00114748,0.00155533,0
56.39,-0.0212249,0.0108386,0.00113145,0.0199537,0.00114715,0.00155542,0
56.4,-0.0209516,0.0108416,0.00113346,0.0195787,0.00112559,0.00155551,0
56.41,-0.0105348,0.010845,0.00113599,0.0192789,0.00111678,0.0015556,0
56.42,-0.00251115,0.0108442,0.00113838,0.0190939,0.00111028,0.00155569,0
56.43,-0.00204992,0.0108587,0.00114067,0.0190259,0.00110262,0.00155578,0
56.44,-0.00507602,0.0108939,0.00114266,0.0191005,0.00113484,0.00155587,0
56.45,-0.00948251,0.0108859,0.00114411,0.0193197,0.00110804,0.00155597,0
56.46,-0.0111103,0.0109155,0.00114561,0.0196378,0.00107359,0.00155606,0
56.47,-0.0110558,0.010965,0.00114729,0.0200122,0.00109621,0.00155615,0
56.48,-0.0144203,0.0109319,0.00114856,0.020356,0.00107008,0.00155624,0
56.49,-0.0180273,0.0109168,0.00114943,0.020606,0.0010896,0.00155634,0
56.5,-0.0181734,0.0110116,0.0011507,0.0207751,0.0010899,0.00155643,0
56.51,-0.0172536,0.011183,0.00115165,0.0208346,0.00110708,0.00155652,0
56.52,-0.0123122,0.0113959,0.00115313,0.0208496,0.00112089,0.00155661,0
56.53,-0.00685264,0.0115503,0.00115407,0.0208013,0.0011333,0.00155671,0
56.54,-0.00220558,0.0116474,0.00115352,0.0206669,0.00114044,0.0015568,0
56.55,0.00288026,0.0118188,0.00115239,0.0204794,0.00113682,0.00155689,0
56.56,0.00601974,0.0117407,0.00115068,0.0202593,0.0011525,0.00155698,0
56.57,0.00730165,0.0115183,0.00114896,0.0200953,0.00113932,0.00155707,0
56.58,0.00684254,0.0113973,0.00114711,0.0200007,0.00116025,0.00155717,0
56.59,0.0147747,0.0113721,0.00114549,0.0198462,0.00116604,0.00155726,0
56.6,0.0140092,0.0114251,0.00114334,0.0195467,0.00113602,0.00155735,0
56.61,0.00409616,0.0114929,0.00114189,0.0192976,0.00116845,0.00155744,0
56.62,-0.00552631,0.0115965,0.00114085,0.0191306,0.0011467,0.00155753,0
56.63,-0.00724525,0.0117818,0.00114016,0.0190699,0.00113942,0.00155763,0
56.64,-0.00485664,0.0119856,0.00113999,0.0191557,0.00115044,0.00155772,0
56.65,-0.00285306,0.0120787,0.00114009,0.0193934,0.00117037,0.00155781,0
56.66,-0.000243771,0.0123066,0.00114058,0.0197209,0.00117112,0.0015579,0
56.67,0.000601312,0.0125712,0.00114101,0.020096,0.00117856,0.001558,0
56.68,0.00646169,0.0127159,0.00114131,0.0204465,0.00116983,0.00155809,0
56.69,0.00853907,0.0127378,0.00114155,0.0207282,0.00116789,0.00155818,0
56.7,0.00943832,0.0127002,0.00114216,0.0209047,0.00115333,0.00155827,0
56.71,0.00988039,0.0126111,0.00114372,0.0209971,0.00116513,0.00155837,0
56.72,0.00502041,0.0125278,0.00114541,0.0210233,0.0011798,0.00155846,0
56.73,-0.00130005,0.0123914,0.00114737,0.0209905,0.00119063,0.00155855,0
56.74,-0.00727335,0.0122007,0.00114943,0.0208857,0.00116903,0.00155864,0
56.75,-0.0129116,0.011973,0.00115111,0.0207113,0.001179,0.00155873,0
56.76,-0.0160607,0.0117281,0.00115255,0.0205185,0.00119496,0.00155883,0
56.77,-0.0187821,0.0117006,0.00115364,0.0203672,0.00119329,0.00155892,0
56.78,-0.018198,0.0119237,0.00115407,0.0202871,0.00116922,0.00155901,0
56.79,-0.0240949,0.0121709,0.00115418,0.0200509,0.00116351,0.0015591,0
56.8,-0.0241252,0.0123388,0.00115418,0.0196478,0.00114299,0.00155919,0
56.81,-0.0117044,0.0124005,0.0011537,0.0193361,0.00111726,0.00155929,0
56.82,-0.00263579,0.0124102,0.00115386,0.0191428,0.00111634,0.00155938,0
56.83,-0.00221714,0.0124081,0.00115423,0.0190724,0.0011162,0.00155947,0
56.84,-0.00537909,0.0123307,0.00115406,0.0191468,0.00111195,0.00155956,0
56.85,-0.0105264,0.0121282,0.00115396,0.0193783,0.00110526,0.00155966,0
56.86,-0.0114295,0.0120703,0.0011536,0.019707,0.00113432,0.00155975,0
56.87,-0.0154433,0.0120614,0.00115286,0.0200865,0.00113871,0.00155984,0
56.88,-0.0202474,0.0120511,0.00115268,0.0204439,0.00112137,0.00155993,0
56.89,-0.0239444,0.0121596,0.00115207,0.0207256,0.00113573,0.00156003,0
56.9,-0.0246829,0.0124594,0.00115122,0.0208933,0.00114515,0.00156012,0
56.91,-0.0210082,0.0129568,0.00114959,0.0209604,0.00114023,0.00156021,0
56.92,-0.0169516,0.0135538,0.00114803,0.0209688,0.00113499,0.0015603,0
56.93,-0.00944214,0.0142065,0.00114599,0.0209185,0.00112783,0.00156039,0
56.94,-0.00232517,0.015071,0.00114364,0.0207815,0.00115783,0.00156049,0
56.95,0.00113895,0.0162737,0.0011414,0.0205757,0.00116647,0.00156058,0
56.96,0.00124875,0.0170247,0.00113943,0.0203523,0.00117137,0.00156067,0
56.97,0.00131973,0.0173968,0.00113724,0.0201806,0.00118481,0.00156076,0
56.98,0.000772488,0.0176658,0.00113481,0.0200975,0.00118341,0.00156085,0
56.99,0.00894177,0.0179506,0.00113263,0.0199193,0.0011692,0.00156094,0
57,0.00548192,0.0182368,0.00113067,0.0196061,0.00116065,0.00156103,0
57.01,-0.00735813,0.018547,0.00112865,0.0193527,0.00118045,0.00156113,0
57.02,-0.0178271,0.0188099,0.00112625,0.0191813,0.00114708,0.00156122,0
57.03,-0.0193157,0.0191776,0.001124,0.0191144,0.0011382,0.00156131,0
57.04,-0.0162726,0.0196422,0.00112222,0.0192031,0.00113314,0.0015614,0
57.05,-0.0116253,0.0200326,0.0011202,0.0194475,0.00111108,0.00156149,0
57.06,-0.00856981,0.0205193,0.00111844,0.019783,0.00112551,0.00156159,0
57.07,-0.00672251,0.021036,0.00111727,0.0201793,0.00115949,0.00156168,0
57.08,-0.00377173,0.0213985,0.00111656,0.020544,0.0011693,0.00156177,0
57.09,0.000618668,0.0215782,0.00111559,0.02083,0.00115464,0.00156186,0
57.1,0.00583846,0.0216593,0.00111508,0.0210048,0.00113259,0.00156196,0
57.11,0.00134661,0.0216959,0.00111421,0.0210877,0.00111516,0.00156205,0
57.12,-0.00187945,0.0216877,0.00111288,0.0211093,0.00112651,0.00156214,0
57.13,-0.0111105,0.0216245,0.00111143,0.0210828,0.00111978,0.00156223,0
57.14,-0.0163919,0.0214557,0.00111026,0.0209705,0.00111704,0.00156232,0
57.15,-0.0223063,0.0211933,0.00110938,0.0207903,0.00110277,0.00156241,0
57.16,-0.0280444,0.0210092,0.001108,0.0205779,0.00108495,0.00156251,0
57.17,-0.0289848,0.021061,0.00110658,0.020419,0.00106405,0.0015626,0
57.18,-0.0316189,0.021308,0.0011056,0.0203452,0.00107383,0.00156269,0
57.19,-0.0428606,0.0216567,0.00110471,0.020115,0.00104219,0.00156278,0
57.2,-0.0417705,0.0219765,0.00110318,0.0197039,0.00104702,0.00156287,0
57.21,-0.0311117,0.0222156,0.00110138,0.0193906,0.00105503,0.00156296,0
57.22,-0.0216343,0.0224329,0.00109911,0.0191925,0.0010595,0.00156305,0
57.23,-0.022043,0.0225765,0.00109654,0.0191231,0.00106805,0.00156314,0
57.24,-0.023203,0.0226726,0.00109364,0.0192006,0.00108352,0.00156324,0
57.25,-0.0271169,0.0227157,0.00109117,0.0194397,0.00108167,0.00156333,0
57.26,-0.0272082,0.0227704,0.00108898,0.0197734,0.0010754,0.00156342,0
57.27,-0.0295665,0.0227975,0.00108683,0.0201565,0.0010746,0.00156351,0
57.28,-0.0345909,0.0228427,0.00108523,0.0205191,0.00107377,0.0015636,0
57.29,-0.0363487,0.0230476,0.00108342,0.0207868,0.0010633,0.0015637,0
57.3,-0.0381904,0.0234489,0.00108161,0.0209533,0.00104786,0.00156379,0
57.31,-0.0343747,0.0240566,0.00107979,0.0210198,0.00104327,0.00156388,0
57.32,-0.0322595,0.0247192,0.00107773,0.0210279,0.0010695,0.00156397,0
57.33,-0.0231304,0.0254141,0.00107571,0.0209602,0.00108226,0.00156406,0
57.34,-0.016835,0.0262702,0.00107398,0.0208198,0.00106388,0.00156415,0
57.35,-0.0140242,0.0273983,0.00107281,0.0206077,0.00108552,0.00156424,0
57.36,-0.0129517,0.0282442,0.00107237,0.0203769,0.00107277,0.00156434,0
57.37,-0.0138718,0.0287018,0.00107212,0.0201932,0.00106219,0.00156443,0
57.38,-0.0133107,0.0290184,0.00107141,0.0201033,0.0010525,0.00156452,0
57.39,-0.00618638,0.0293008,0.00107112,0.0199307,0.00108936,0.00156461,0
57.4,-0.00871754,0.029572,0.00107082,0.0196156,0.00109775,0.0015647,0
57.41,-0.0189086,0.029854,0.00107091,0.0193548,0.00105289,0.00156479,0
57.42,-0.0247568,0.0301263,0.00107104,0.01918,0.00106719,0.00156488,0
57.43,-0.0278934,0.0304193,0.00107152,0.0191103,0.00108781,0.00156497,0
57.44,-0.0272111,0.0307266,0.0010719,0.0191871,0.00108155,0.00156506,0
57.45,-0.0242513,0.0308842,0.00107226,0.0194264,0.00109612,0.00156515,0
57.46,-0.0227075,0.0312843,0.00107255,0.0197619,0.00106347,0.00156524,0
57.47,-0.0190417,0.0317406,0.00107326,0.0201471,0.00106969,0.00156533,0
57.48,-0.0163073,0.0320484,0.0010745,0.0205032,0.00104131,0.00156543,0
57.49,-0.0143009,0.0321585,0.00107533,0.0207763,0.00103967,0.00156552,0
57.5,-0.0103628,0.03217,0.00107602,0.0209463,0.00105735,0.00156561,0
57.51,-0.0138353,0.0321002,0.00107677,0.0210335,0.00106121,0.0015657,0
57.52,-0.0177293,0.0320193,0.00107774,0.0210726,0.00105332,0.00156579,0
57.53,-0.025147,0.0318592,0.00107862,0.0210514,0.00106239,0.00156588,0
57.54,-0.0306861,0.0315667,0.00107912,0.0209293,0.0010431,0.00156598,0
57.55,-0.036836,0.0311765,0.00107982,0.0207538,0.00102691,0.00156607,0
57.56,-0.0404426,0.0308729,0.00108084,0.0205597,0.00102428,0.00156616,0
57.57,-0.0424984,0.0307618,0.00108127,0.0203983,0.00107263,0.00156625,0
57.58,-0.0431664,0.0308566,0.00108114,0.0203151,0.0010586,0.00156634,0
57.59,-0.0538761,0.031063,0.00108127,0.0200769,0.0010916,0.00156643,0
57.6,-0.0542471,0.0312563,0.00108112,0.0196712,0.0010892,0.00156652,0
57.61,-0.0417165,0.031438,0.00108068,0.0193718,0.0011129,0.00156661,0
57.62,-0.0311427,0.0316048,0.00108006,0.0191805,0.00109947,0.0015667,0
57.63,-0.0301446,0.031705,0.00107943,0.0191071,0.00110786,0.00156679,0
57.64,-0.0331712,0.0317617,0.0010787,0.0191835,0.00109679,0.00156688,0
57.65,-0.0363682,0.031812,0.00107798,0.0194177,0.00109662,0.00156697,0
57.66,-0.0402786,0.0318217,0.0010778,0.019744,0.00109208,0.00156706,0
57.67,-0.040099,0.0317599,0.00107814,0.0201253,0.00108882,0.00156715,0
57.68,-0.0462429,0.0316992,0.00107852,0.0204813,0.00108696,0.00156725,0
57.69,-0.0484494,0.0317084,0.0010786,0.020748,0.00105504,0.00156734,0
57.7,-0.0505162,0.031849,0.00107867,0.0209077,0.00106437,0.00156743,0
57.71,-0.0497572,0.0320749,0.00107827,0.0209779,0.00107604,0.00156752,0
57.72,-0.0421721,0.0323333,0.0010787,0.0209828,0.00111796,0.00156761,0
57.73,-0.0328315,0.0326092,0.00107909,0.0209267,0.00111678,0.0015677,0
57.74,-0.0270967,0.0329759,0.00107967,0.0207736,0.00110212,0.00156779,0
57.75,-0.0246003,0.0334872,0.00108013,0.0205688,0.00111788,0.00156788,0
57.76,-0.0216709,0.0338091,0.00108021,0.0203452,0.00112356,0.00156797,0
57.77,-0.0224903,0.033881,0.00108067,0.0201702,0.0011227,0.00156806,0
57.78,-0.022047,0.0338249,0.00108087,0.0200716,0.00110698,0.00156815,0
57.79,-0.0148027,0.0336741,0.00108123,0.0199101,0.00108015,0.00156824,0
57.8,-0.0161892,0.0334739,0.00108208,0.0195989,0.00110042,0.00156833,0
57.81,-0.0246158,0.0331996,0.0010834,0.0193456,0.00108961,0.00156842,0
57.82,-0.0318421,0.0329367,0.00108441,0.0191786,0.00107444,0.00156851,0
57.83,-0.0326562,0.0326814,0.00108467,0.0191111,0.00106966,0.00156859,0
57.84,-0.0297241,0.0323617,0.00108486,0.019189,0.00107633,0.00156868,0
57.85,-0.0278308,0.0318354,0.0010849,0.0194244,0.00106009,0.00156878,0
57.86,-0.0267914,0.0315188,0.0010847,0.019754,0.0010429,0.00156887,0
57.87,-0.0245136,0.0314509,0.00108414,0.0201326,0.00103248,0.00156896,0
57.88,-0.0191249,0.031369,0.00108423,0.020493,0.0010277,0.00156905,0
57.89,-0.0156806,0.0311725,0.00108445,0.0207724,0.00105912,0.00156914,0
57.9,-0.0140452,0.0308533,0.00108455,0.0209571,0.00107129,0.00156923,0
57.91,-0.0139593,0.0304155,0.00108483,0.0210343,0.00107266,0.00156933,0
57.92,-0.0201989,0.0299116,0.00108551,0.0210632,0.00108838,0.00156942,0
57.93,-0.0259015,0.0293205,0.00108639,0.0210313,0.00108816,0.00156951,0
57.94,-0.0322027,0.0285417,0.00108801,0.0209182,0.00110259,0.0015696,0
57.95,-0.0350851,0.0276643,0.00108993,0.0207315,0.00106565,0.00156969,0
57.96,-0.0360757,0.0267293,0.00109172,0.0205359,0.00107117,0.00156978,0
57.97,-0.0354301,0.0259951,0.00109267,0.0203786,0.001082,0.00156987,0
57.98,-0.0358419,0.025574,0.00109323,0.0202963,0.00106836,0.00156996,0
57.99,-0.0420312,0.0253494,0.00109379,0.0200559,0.00106886,0.00157005,0
58,-0.040501,0.0251721,0.00109416,0.0196579,0.00106891,0.00157014,0
58.01,-0.0274245,0.0250281,0.00109455,0.0193511,0.00107642,0.00157022,0
58.02,-0.0169002,0.0248862,0.00109479,0.0191649,0.00107474,0.00157031,0
58.03,-0.0167242,0.024716,0.00109509,0.0190844,0.00107741,0.0015704,0
58.04,-0.0193841,0.0245703,0.00109572,0.0191598,0.00107764,0.00157049,0
58.05,-0.0238801,0.024495,0.00109656,0.0193829,0.00109225,0.00157058,0
58.06,-0.0265262,0.0243366,0.00109772,0.0196968,0.00109114,0.00157068,0
58.07,-0.0301558,0.0240351,0.00109889,0.0200646,0.0010905,0.00157077,0
58.08,-0.0331492,0.0236481,0.00109972,0.0204232,0.00108404,0.00157086,0
58.09,-0.0351836,0.023327,0.00110071,0.0206899,0.00108208,0.00157095,0
58.1,-0.036708,0.0231732,0.00110194,0.0208459,0.00108888,0.00157104,0
58.11,-0.0353141,0.0230907,0.00110381,0.0209078,0.00108466,0.00157113,0
58.12,-0.0290719,0.0230499,0.00110597,0.0209057,0.00108754,0.00157122,0
58.13,-0.0228538,0.0230996,0.00110852,0.0208441,0.001124,0.00157131,0
58.14,-0.0167758,0.0233492,0.00111081,0.0206951,0.00110455,0.0015714,0
58.15,-0.0125418,0.0238268,0.0011126,0.0204928,0.00111344,0.00157149,0
58.16,-0.0101209,0.0241064,0.00111412,0.0202719,0.00111959,0.00157158,0
58.17,-0.00892474,0.0241145,0.00111574,0.0201021,0.00113221,0.00157167,0
58.18,-0.0068585,0.0239525,0.00111674,0.0200253,0.00115739,0.00157176,0
58.19,-0.00084347,0.0236721,0.00111749,0.0198609,0.00115582,0.00157184,0
58.2,-0.000682334,0.0232918,0.00111789,0.0195603,0.00115912,0.00157193,0
58.21,-0.011328,0.0228665,0.00111865,0.0193158,0.00114582,0.00157202,0
58.22,-0.0179412,0.022412,0.00111881,0.0191562,0.00115257,0.00157211,0
58.23,-0.018685,0.0220574,0.00111896,0.0190891,0.00113958,0.0015722,0
58.24,-0.0150338,0.0217075,0.00111924,0.0191615,0.00113029,0.00157229,0
58.25,-0.0136942,0.0212198,0.00111984,0.0193947,0.00113101,0.00157238,0
58.26,-0.0132877,0.0210208,0.00112097,0.0197171,0.00113855,0.00157247,0
58.27,-0.0119178,0.0210764,0.00112162,0.0200939,0.00112565,0.00157256,0
58.28,-0.0063202,0.0211243,0.00112205,0.0204463,0.00112293,0.00157265,0
58.29,-0.00337422,0.0211003,0.00112223,0.0207206,0.00112508,0.00157274,0
58.3,-0.00300608,0.0209321,0.0011224,0.0209024,0.00114119,0.00157283,0
58.31,-0.00611983,0.0206554,0.00112225,0.0209936,0.00114694,0.00157292,0
58.32,-0.0100867,0.0202742,0.00112195,0.0210184,0.00112523,0.00157302,0
58.33,-0.0148642,0.0198101,0.00112171,0.0209859,0.001115,0.00157311,0
58.34,-0.0197237,0.0192091,0.00112174,0.0208713,0.0011346,0.0015732,0
58.35,-0.0231867,0.018509,0.00112186,0.0207013,0.00114456,0.00157328,0
58.36,-0.0248408,0.0177606,0.00112202,0.0205093,0.00115373,0.00157337,0
58.37,-0.0242714,0.0171918,0.00112271,0.02035,0.00115867,0.00157346,0
58.38,-0.0245777,0.0168827,0.00112288,0.0202714,0.00115605,0.00157355,0
58.39,-0.0356263,0.0167639,0.00112313,0.0200419,0.00116099,0.00157364,0
58.4,-0.0354145,0.0167197,0.00112432,0.019648,0.00114752,0.00157373,0
58.41,-0.0214766,0.0166654,0.00112535,0.019347,0.00115654,0.00157382,0
58.42,-0.0123946,0.016623,0.00112626,0.0191604,0.00114341,0.00157391,0
58.43,-0.0101601,0.0165896,0.00112723,0.0190853,0.00114796,0.00157399,0
58.44,-0.0144023,0.0165868,0.00112752,0.0191617,0.001132,0.00157408,0
58.45,-0.0170674,0.0166234,0.00112756,0.0193851,0.00111091,0.00157417,0
58.46,-0.0164419,0.0166517,0.00112791,0.0197123,0.00109955,0.00157427,0
58.47,-0.0191824,0.0165502,0.00112839,0.0200838,0.00108493,0.00157436,0
58.48,-0.0246857,0.016324,0.00112919,0.0204319,0.00107931,0.00157445,0
58.49,-0.0269212,0.0161551,0.00113021,0.0207029,0.00108232,0.00157454,0
58.5,-0.0284904,0.0160726,0.00113144,0.020865,0.0011123,0.00157463,0
58.51,-0.0277924,0.0160207,0.00113302,0.0209288,0.00111963,0.00157472,0
58.52,-0.0210404,0.0160123,0.00113509,0.0209328,0.00111526,0.00157481,0
58.53,-0.0172244,0.0160578,0.0011373,0.0208668,0.00108433,0.0015749,0
58.54,-0.0129847,0.0162813,0.00113989,0.0207299,0.00108235,0.00157499,0
58.55,-0.00933736,0.0166897,0.00114221,0.0205309,0.00110076,0.00157508,0
58.56,-0.0044908,0.0168655,0.00114434,0.0203118,0.00109271,0.00157517,0
58.57,-0.00481723,0.0168598,0.00114681,0.0201418,0.00107907,0.00157525,0
58.58,-0.00260521,0.0167817,0.00114978,0.0200541,0.00108645,0.00157534,0
58.59,0.00493454,0.0166262,0.00115229,0.0198875,0.00109063,0.00157543,0
58.6,0.00304985,0.0163822,0.00115482,0.0195783,0.00109367,0.00157552,0
58.61,-0.00751375,0.0160951,0.00115697,0.0193298,0.00111535,0.0015756,0
58.62,-0.0117324,0.0158166,0.00115927,0.0191689,0.00112752,0.00157569,0
58.63,-0.0135234,0.0156095,0.0011615,0.0191044,0.00111422,0.00157578,0
58.64,-0.0129557,0.0153602,0.00116354,0.0191823,0.00116071,0.00157587,0
58.65,-0.00759491,0.0149077,0.00116556,0.0194155,0.00118424,0.00157596,0
58.66,-0.00492166,0.0148327,0.00116759,0.0197522,0.0011625,0.00157605,0
58.67,-0.00362884,0.0149955,0.00116988,0.0201402,0.00118274,0.00157614,0
58.68,0.00137149,0.0150711,0.00117253,0.0205119,0.00117002,0.00157623,0
58.69,0.00626238,0.0150267,0.00117522,0.0207907,0.00115726,0.00157632,0
58.7,0.00945636,0.0148777,0.00117842,0.0209661,0.00116545,0.00157641,0
58.71,0.00780415,0.0147008,0.00118174,0.0210635,0.00116475,0.0015765,0
58.72,0.00405735,0.0145039,0.00118517,0.0210926,0.00117836,0.00157659,0
58.73,-0.00389069,0.0142028,0.00118937,0.0210616,0.00119348,0.00157668,0
58.74,-0.00859152,0.0137308,0.00119368,0.0209624,0.00118813,0.00157677,0
58.75,-0.00987471,0.0131895,0.00119779,0.0207714,0.00120477,0.00157686,0
58.76,-0.0114594,0.0125878,0.00120143,0.0205689,0.00122458,0.00157695,0
58.77,-0.0128604,0.0121366,0.00120513,0.0204014,0.00124268,0.00157704,0
58.78,-0.0147702,0.0118964,0.00120968,0.0203137,0.00123618,0.00157713,0
58.79,-0.0252183,0.0117451,0.00121467,0.0200727,0.00124411,0.00157722,0
58.8,-0.0232379,0.0116624,0.00121942,0.0196768,0.00124646,0.00157731,0
58.81,-0.00955869,0.0116212,0.00122425,0.0193681,0.00125516,0.00157739,0
58.82,-0.00425233,0.0116011,0.00122906,0.0191783,0.00125207,0.00157748,0
58.83,-0.00380729,0.0116103,0.00123399,0.0191003,0.00125466,0.00157757,0
58.84,-0.00632628,0.0116913,0.00123851,0.0191711,0.00124783,0.00157766,0
58.85,-0.0104164,0.0118086,0.00124307,0.0193953,0.00125263,0.00157775,0
58.86,-0.0111786,0.0119362,0.00124784,0.0197167,0.00125501,0.00157784,0
58.87,-0.0140202,0.0119474,0.0012525,0.020093,0.00126429,0.00157793,0
58.88,-0.0201021,0.0118147,0.00125687,0.0204531,0.00125919,0.00157802,0
58.89,-0.0243389,0.0116824,0.00126049,0.0207279,0.0012445,0.00157811,0
58.9,-0.0277591,0.0116611,0.00126377,0.0208932,0.00124542,0.0015782,0
58.91,-0.026458,0.0117713,0.00126737,0.0209717,0.00125076,0.00157829,0
58.92,-0.0190732,0.0119296,0.00127069,0.0209778,0.00127197,0.00157838,0
58.93,-0.0115792,0.0121224,0.00127368,0.0209263,0.001263,0.00157847,0
58.94,-0.0062642,0.0124944,0.0012775,0.0207795,0.00126756,0.00157856,0
58.95,-0.00365112,0.0130039,0.00128186,0.0205689,0.00127219,0.00157865,0
58.96,-0.00197231,0.0132069,0.00128664,0.0203423,0.00127098,0.00157874,0
58.97,0.00110804,0.0132064,0.0012919,0.0201684,0.0012718,0.00157882,0
58.98,-0.000356516,0.0132037,0.00129696,0.0200819,0.00131002,0.00157891,0
58.99,0.00811598,0.0131787,0.00130217,0.0199161,0.0013078,0.001579,0
59,0.00880467,0.0131165,0.00130675,0.0196054,0.00130707,0.00157909,0
59.01,-0.00302838,0.0130351,0.00131066,0.0193539,0.0012985,0.00157917,0
59.02,-0.00932045,0.0129326,0.00131422,0.0191901,0.00130789,0.00157926,0
59.03,-0.00786352,0.0128541,0.00131756,0.0191214,0.00133466,0.00157935,0
59.04,-0.00504456,0.0126706,0.0013208,0.0192051,0.00133124,0.00157944,0
59.05,-0.00295074,0.0122659,0.00132416,0.0194452,0.00134495,0.00157953,0
59.06,-0.00092968,0.0121377,0.00132693,0.0197827,0.00132538,0.00157962,0
59.07,0.00275049,0.0121909,0.0013294,0.020175,0.00132313,0.00157971,0
59.08,0.00815907,0.0122281,0.00133197,0.0205392,0.00132812,0.0015798,0
59.09,0.0116269,0.012223,0.00133472,0.0208268,0.00132235,0.00157989,0
59.1,0.0142024,0.0121576,0.00133792,0.0210023,0.00133034,0.00157998,0
59.11,0.0118368,0.0120751,0.00134136,0.0210906,0.00135777,0.00158007,0
59.12,0.00615879,0.0119452,0.00134486,0.0211111,0.00134285,0.00158016,0
59.13,-0.00254908,0.0117072,0.00134848,0.0210611,0.00132755,0.00158025,0
59.14,-0.00791013,0.0112895,0.00135186,0.0209508,0.00132091,0.00158034,0
